Date,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2009-01-01 00:00:00,833.506290152727,4466.1533172038,901.0369757637441,6920.882299207443,3909.73745271855,6733.0,4612.85376340955,42972.514396044775,2205.184298390587,532.2787243457149,21005.450839294394,6680.687222744689,45121.63176250981,23309.18773701464,1699.3651220952488,1244.99578670401,2615.616710247412,1464.5311292366594,15255.21627496789,783.5354143333774,216.13640704063963,372.27375447745936,477.31306240877797,949.8567770071489,8727.16018379122,9273.106164857516,10765.640547494591,4632.335245205044,5239.512726873454,4941.063298274726,10898.785496441906,573.5973865416404,1974.6654395611151,935.1136397349825
2009-01-01 01:00:00,767.5130160829672,4079.7668078980837,807.1006063596955,6264.367271773193,3579.2887636947207,6474.0,4513.503456075459,40259.5980895095,2131.3977083456484,490.9348072224999,19121.387670392865,6285.86727153625,42014.11921059443,22339.517200816194,978.4737089154814,1087.5124243427258,2282.685090652666,1147.0916291476988,13300.90156731303,763.8295667725298,176.4010384167546,371.9532217324544,446.7326716415906,865.5628302759619,7953.967299004526,9005.742653008841,9961.212626942879,4242.495982699863,4979.820633403376,4520.981438098742,10609.809543860616,498.6186785735758,1782.4266469720178,862.0826715875296
2009-01-01 02:00:00,702.0695955110342,3542.6221810644256,704.6386834540772,5462.316619688909,3125.1690989254193,6351.0,4033.152080084211,37601.18764849974,2064.2965020416805,434.56228062855547,17200.359181504064,5570.212081669022,36448.49304884349,20727.501085888776,-159.88296058920423,919.7734630691754,1818.392353459425,880.3615733855954,11100.738896134228,748.7075722831519,130.73509648434072,383.4874149087633,419.59960943663555,781.2130140942963,7213.955051398937,8423.914413911334,9181.459344631276,3858.2952901162967,4824.656993953356,4039.9264978656083,10082.63708191314,414.21830364267333,1587.1781616665385,782.0664110361929
2009-01-01 03:00:00,599.2496889214078,3014.4033705237157,550.00232443948,4540.866852449457,2592.6726464396484,6002.0,3635.0530836143253,34665.14631432322,1963.8011267992792,389.3105495252288,15275.576573775623,4561.916007309402,28860.903516823204,18504.488712557268,-1463.9172352001042,692.9666690842174,1350.7024701774858,638.5341534810289,8602.207167530398,767.2453207146318,55.23853541725276,493.4451785269134,380.40819466460414,673.3677606058523,6319.118882214672,6661.433816626002,8360.198358795848,3528.2891442106657,4661.095170766159,3634.423585730251,8709.706750301355,302.9563697344656,1290.276363831615,725.1378607155343
2009-01-01 04:00:00,494.17838665189834,2484.5853204939594,366.59358177311503,3688.004730016593,2405.0700850346257,5996.0,2961.2962245805406,31500.792578016473,1923.825329301001,454.48046862013774,13383.92058790716,5124.712205947985,20012.34878106531,15165.628478630537,-1820.797713103606,474.3793571182007,981.3662036334172,249.73839947111924,6296.979520844285,928.4274692125475,-24.590528973021833,575.1048073912935,343.6723305353734,538.9851144697459,5554.236503341677,3846.454038287655,7634.096405559071,3180.0139769322295,4534.892257444702,3005.341902655708,6599.671325321258,204.2346976584637,964.7433930575903,637.3325572033916
2009-01-01 05:00:00,464.31233545279656,2163.5657475673524,334.379374535652,3458.8622796908558,2440.735908120221,5557.0,2685.665009249761,28114.027343146998,2435.650736817488,591.0498858406498,12862.25953131436,5939.199796939994,17371.23314440163,12596.537774271856,-1670.690965495076,434.66491308567106,879.4950459066717,-150.6579103438803,6329.135260102699,1109.503198831035,-67.51416287509227,669.3350536544212,333.40744487356517,499.9793240653381,5561.861794326854,4347.7792434244,7415.935278930588,2881.5129598071762,4481.902697950228,2754.087740175268,7561.352135502635,200.7745063993175,876.7364135016612,599.0523117502303
2009-01-01 06:00:00,490.1656748320333,2535.196180678206,363.323823746837,3208.125365148394,2499.3764950512386,5194.0,2659.609493754534,28209.237594828508,3214.0670294565407,721.7773230776693,13203.854169826438,6616.752273261981,18918.21228912638,16741.354183889303,-1289.1472817992162,469.98430884985646,1041.5219790863903,-64.75722902089456,6953.882463983062,1261.93105218252,-38.6584324670423,736.6699592860708,343.1196202071754,491.8015132968133,5923.589797435158,7120.272083666243,7322.331312361578,2774.085810259706,4307.7336454264005,2797.025321823752,9880.161146237437,248.5842498814427,915.5164666855851,602.0483322615628
2009-01-01 07:00:00,536.0396424313107,2856.053827885122,440.7108309585599,3384.1757719801944,2630.5634930642345,5076.0,3053.278775904335,29227.755964156342,3553.6427304172435,754.0437006928155,13466.222078521323,6739.129736347343,20162.153929846805,24061.80841939635,-577.2292291568974,596.1408038554041,1165.6200949343238,403.2924937398084,8231.31481202944,1318.4899202770807,-7.608506990289072,766.901513862245,361.1902194016635,554.4886567390553,6392.969220193614,8415.644449930824,7449.332839535169,2674.5020398502866,4378.280011325021,3106.863496813058,11177.039607722278,309.80622800913807,1081.6170623601147,652.2176467976429
2009-01-01 08:00:00,658.3398771468408,3365.2553691454677,591.362352316808,3781.9057462551914,2909.7184732839223,5179.0,3617.6713272157767,32106.36646884482,3585.945846046716,784.907065247806,13637.010678701023,6971.054017621771,23630.68531927224,27323.68477351462,239.69433644514902,826.0840025164525,1441.1194718908682,789.0804704126153,10551.038077423134,1359.1766131560241,19.106332131795,838.861210031429,418.5685930226859,644.7853301109981,6695.428422405242,9400.84048563496,7998.793740912062,2697.5193240918675,4387.255821229854,3534.5121461821245,11740.316511630821,417.9470823249933,1312.8725198431796,723.4337290930473
2009-01-01 09:00:00,723.351856449329,3820.589298035786,734.6755907914937,4350.098066476205,3055.5196398793178,5269.0,3911.9676242827363,34956.09047350486,3689.8716205986175,795.7569512873031,15376.926885311848,7140.678001702907,27678.60383776747,29039.869064755534,868.0076920467818,1044.8725240755482,1700.4896124241004,1184.75209343597,13133.175649205505,1367.3810298642106,66.29650601631727,807.0717264032164,446.9048054594656,728.6805417524663,7490.306975988881,9658.362855444875,8779.301985535058,3100.891651525655,4360.882940213404,3796.651090001467,12522.819458270571,517.3811096709369,1511.0306164493536,765.3134144229228
