Date,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2011-01-01 00:00:00,877.270488840885,5353.108425173454,860.7972220668634,8084.55988258366,3363.7897800618784,5653.3761646035955,5131.83195268226,46053.910057976485,3098.4594343075055,702.084049059972,19561.7717912966,7303.874618977949,45634.8904460817,28332.570575493122,3095.3236865497283,1227.6312386924249,2385.5167051299677,1792.9400634830938,15461.414789847053,949.4057049176871,299.06784075594004,515.9056586039405,495.97195788245136,1031.2102272875788,8441.27336386185,9593.83605697787,10985.059890626015,4501.0764301932395,5599.15883410693,5040.146482603422,12415.745278291337,737.0296904817322,1968.9590078976569,930.1185425263561
2011-01-01 01:00:00,803.595282077883,4922.954888361204,835.107093661273,7432.084074245358,3028.9472618796844,5722.804371592226,5010.801022634289,43740.13076340165,2897.504744162819,637.8981433846016,17628.62671276268,6706.550826795184,41798.61428578591,27531.412072801202,2614.868925447056,1159.160723868521,1907.448839787455,1531.9560466215037,12951.560830513241,894.5327642026751,253.98595656783564,486.9715052990673,463.1512011464864,932.4464091409483,7690.871048081284,9086.281955426237,10001.285308766011,4272.830294474372,5312.988205180316,4654.3757490974085,11889.932125492596,648.5481730262114,1718.7781646570727,863.7187440509888
2011-01-01 02:00:00,718.2107761728953,4406.833605507664,721.9378776897358,6625.895275446186,2430.5393552378237,5575.123928308876,4670.44957515471,41496.45761957215,2670.6275224651827,566.7724005635109,15702.394192767359,5723.385280776967,35393.001267673506,25049.435319838787,2034.5663220440083,962.3063343863471,1438.8969584700176,1211.186844078413,9815.46105142221,845.2671699649688,201.55694063683515,440.3012849864971,427.95156644196413,836.6941600613823,6803.952385832178,8106.876485999427,9062.156998139337,3877.0708304053087,5180.5378328768,4220.368936737116,10955.42922158335,537.0842489470795,1442.8144583164083,791.5792047220223
2011-01-01 03:00:00,635.4260425009148,3923.6763973217953,560.5554928844463,5894.01473893985,2181.1456700556846,5022.2477353438135,4249.996977418992,39712.60506853207,2435.029886944706,523.4613199645377,13479.76127513364,4575.754835510972,27220.130763736794,21926.28575954327,1577.7168896101766,737.3135288338299,1015.9802140726661,836.7981935244641,6554.430138635846,825.7375606312128,140.37934016402573,445.65370472038296,397.3905699383895,732.0739420374199,5981.43464378723,5913.057005284276,8205.687413427526,3434.2963833647136,5010.601174542535,3692.3603520750066,9119.311635657265,421.3552119224113,1131.2078031680726,707.4134364032528
2011-01-01 04:00:00,573.4288562846539,3500.587683140867,406.09912367746995,5553.46379561877,2072.4361512777496,4539.784091024556,3842.1790931699493,37335.26142539471,2320.0736136862033,514.3167142442744,11258.230206876184,4288.219339317251,20635.576749998378,17757.577430011774,1474.3254804632406,647.464705844581,1022.7039931322015,401.85589136303633,5737.224376335122,831.6208437770799,121.78266623724733,464.2083950169871,369.6614443446614,641.4060074223944,5721.8371053474375,3467.238758979631,8031.413510124414,3078.0246433900575,4866.6309855334775,3185.0445039689803,6501.540367726006,393.2215162356799,1003.5557813717285,626.8933054678116
2011-01-01 05:00:00,545.6207372601853,3296.0407291168385,385.77384713710944,5402.339509320134,2033.4506943192248,4187.968764610543,3669.9596128605476,33975.697092803974,2370.7683430872607,544.2023138910192,10676.643629749713,4490.085916294269,18222.466492696396,14878.37460763446,1544.150456262028,644.8199050694652,1036.582866975572,146.03501781712748,5843.192331259052,851.4601429003638,90.49390024845951,485.2040804719828,357.6646874299437,614.21378046872,5765.704954581073,2934.3325160222703,7929.0164485815385,2876.5866022130667,4794.02615446691,2989.794766948754,5869.355349106416,408.5495607823467,950.0132470534959,595.1965280240249
2011-01-01 06:00:00,581.6252331524627,3713.6335332769763,414.1386608986554,5362.3571274324695,2160.8105186346156,4005.580617192597,3723.396930694481,34224.443676157054,2514.5522527567373,576.9554913540961,11219.527108366403,4935.09606181634,20539.08062402506,14100.019659653322,1735.5927680737882,679.5796696608741,1157.3450493256137,64.97991978953769,6891.106955002117,851.1003300625472,118.49873441411853,501.45000375486666,372.1980316842944,593.4423954014042,6156.580369679072,3726.595855480573,8060.775042839168,2810.329599453474,4714.49171426561,3079.1112431240354,6678.590842213231,478.350491074563,1002.262633403893,607.7590598207147
2011-01-01 07:00:00,653.1140224172234,4212.574487093814,510.21947469669146,5541.57814975484,2376.9465393600294,3887.891448336869,3716.157494973957,35112.67953639076,2609.9443915820893,605.0099251227557,11218.127551101437,5163.885894501473,22371.497674716906,14395.72368721777,2254.9038909142205,826.3764197596481,1401.4170529253965,165.90085916194357,7972.059852223896,887.8588137347394,141.84795680899555,515.5119880417985,404.3381704804266,637.2816592119045,6676.544933564315,4430.580940989765,8237.837941208129,2678.9586321025845,4785.056354835291,3433.951323725688,7388.692398706085,566.2547293667332,1169.3994036380145,667.7712909928671
2011-01-01 08:00:00,734.2832898298943,4772.429165007511,582.5876391465008,5973.861947550835,2575.7566439101374,4153.109652936749,4223.330912687496,37848.31898522945,2714.96552132868,653.177037646052,11817.636129710507,5409.531845171364,25780.64358102923,15737.616083174418,2859.8631562886703,930.7630656992804,1688.1441222288136,171.88635039749988,10212.184121779,954.1648071697554,159.09146612126835,544.4801479612779,442.5322502936293,712.7829233125364,7236.125254120426,5173.1879857446,8848.256509775858,2717.5349435858625,4821.131644899118,3826.545795429797,7988.531789090359,668.5723412721889,1404.173186441595,735.0200370852251
2011-01-01 09:00:00,786.8297127905076,5266.842414046514,705.7716767899977,6523.480415048134,2848.5611268870202,4400.94320832019,4628.019583937259,41004.29995148019,2959.709893814454,692.2175851353481,13645.491199627211,5843.364399464959,29245.259800058928,19378.561427116903,3372.9678012672716,1106.3614849061323,1920.1659388965413,435.28049878669844,12391.161927868403,1000.57889393529,189.768832719089,564.7578226112162,466.73226945484794,774.0555281189309,8105.331572088938,6102.375413068996,9470.256196997949,3095.460117360968,4818.333938035505,4119.203754303366,8565.48155420617,721.5613089455825,1540.658621569802,784.7734939311301
