Date,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2014-01-01 00:00:00,477.8219752133777,5144.857604073985,798.399714962287,7311.675712285429,3410.108809356182,5494.1761617443435,4108.340487082085,40455.86881020432,2726.1312117158113,524.4144898081943,21052.83274928687,6942.811929973182,45501.47492843422,28909.377873269033,3056.3569968864376,1206.0005926790861,2938.8273949853337,1875.3525871484192,13176.83312272416,853.0385505060984,305.53580961651386,473.49316963805677,288.2050295241236,862.7870173065263,9315.281289660514,9154.924081632638,10391.621306411113,4136.72642832567,4963.560243781681,4116.07110433345,10636.77906131289,708.4577726928408,1915.163023878868,787.4788034515972
2014-01-01 01:00:00,421.1691279957305,4820.353897890654,710.9746630536332,6788.016708823783,3149.459493014877,5265.825801550692,3927.865151995182,38590.0737821323,2584.6045405565424,475.7047604925632,19345.94079512224,6566.730002965514,42413.29238370985,28132.958737704903,2598.2721340705016,1070.591155326097,2630.81890650068,1641.6868177499532,11079.064342457412,807.437229007112,281.47535698590116,436.12404698005184,259.69259491866694,781.1621079741092,8659.719200929,8750.327627921713,9617.902630509474,3893.329236507483,4778.247220250696,3801.37154615584,10255.477730619488,638.2919302517118,1751.3292711148852,732.2867799307064
2014-01-01 02:00:00,353.2093354153884,4406.680852183633,641.1970752472198,6309.206871676898,2775.2575499717504,4948.651501250452,3660.6506210186244,37294.514719960425,2420.8170233260507,412.6917020538884,17833.880351272328,5999.418134264744,37538.34397033105,25586.830688607388,2039.2898473147607,953.815590099282,2399.401559226801,1371.1125027482224,8545.891613818076,763.4773181231762,253.21626466635257,393.4103891168389,228.49185106502,685.3395347779115,7996.394394294295,8002.5717418454515,8931.152055560888,3522.9335835373136,4671.568252759817,3432.7878171845255,9718.827320220513,568.8930733410123,1611.224330453695,667.0630786611669
2014-01-01 03:00:00,251.68671728984816,4126.48632097857,577.8983484088344,5951.814001147286,2511.0314090167158,4454.583697405768,3317.6307340953654,35829.48532152013,2237.1226184201573,348.04765252097644,16562.161818564906,5222.0887917178625,32096.88038298154,22723.2461832754,1478.9555574895085,830.2450776119903,2271.2783408602895,1111.4551675426958,5453.818620833772,731.2587100136368,214.2963575540593,378.65709183891306,188.48960655634878,564.4408807701873,7389.350623474171,6745.81626003048,8186.626680893924,3182.731251202004,4580.461560324951,2979.7010827164036,8517.39333158192,483.1314201439179,1447.7849910752752,585.1178016956443
2014-01-01 04:00:00,121.7142025469775,3762.6656147322506,542.9719547002276,5681.012835753279,2334.2694132700017,4108.773114270763,2845.507341785292,33696.64354429656,2114.659612938353,330.6467129262978,15777.384897362139,5205.063583543006,26328.737062847315,19298.47132383437,1404.788671173313,739.422848045633,2227.671123636205,773.4422547177385,2796.138635968284,736.0286636963696,175.76388292069458,379.0951997342162,143.318491248486,404.28341009792086,7076.016101579038,4986.634446325572,7531.227998219316,2849.751457870163,4500.913062978381,2566.4590886740734,6739.332838073383,405.25184495318604,1249.0663540051971,507.0808999739629
2014-01-01 05:00:00,90.50440027935326,3704.567422072004,548.6831781609471,5647.953598130726,2310.85046810566,3650.4992365746166,2712.963967629897,31594.309368755803,2150.067331945348,352.5840262920494,15730.430142627396,5398.644855246029,24901.702496317263,16358.258959016117,1522.7069067599018,736.3264952360124,2277.1895444642273,430.68665523447635,2683.1111308611544,758.5351605050453,160.60905796940818,396.3110751404063,132.71263424287838,359.31681729142224,7269.490630429183,4757.839419668671,7412.860249011504,2530.635962755539,4405.271710905833,2440.3576922112716,6604.461331764553,413.7559452243256,1219.744198507259,483.7288809423799
2014-01-01 06:00:00,117.95229491361232,4130.93691880086,540.7283472921324,5475.915803018255,2386.24757061531,3422.4710755780216,2784.4878518416144,32107.074205012163,2297.5481790233625,403.2524491471899,16104.045900908888,5752.604106029399,26092.04892689245,16339.550899852962,1788.0091314444708,732.6703802572022,2341.7061126571953,358.16764983896974,3538.1180628572874,761.5064092251797,182.37246935688083,398.27006888478434,142.7646823080263,331.1510514662855,7639.805852324045,5460.758029230377,7377.697915628029,2426.9408614783983,4290.4327817658,2431.9541419008137,7374.2663657721105,453.6585878995485,1228.1562858757566,482.99297734039897
2014-01-01 07:00:00,184.21246913408993,4532.462634645952,585.3156225650254,5569.987144822285,2565.158430737829,3522.8990747237476,2876.583225858778,32973.61907948137,2406.8309669185373,428.57030988838017,16139.189808871819,5970.270023146579,26478.492400471176,17223.764316121713,2354.400868753141,810.3460169253528,2476.5579307961375,449.8794225715701,4865.24701136084,794.3356612337719,197.53690687394842,436.9296678261197,173.32198928168125,371.217106455957,8004.345745262293,6185.428889217403,7446.7408953081285,2246.0100664692577,4343.343258164365,2676.7118110907154,7918.319326010476,513.7707370954793,1362.1353985381775,526.3696422586439
2014-01-01 08:00:00,272.4192134337723,5003.298047457076,691.9171638512397,5769.847865997677,2834.122832588676,3698.126610253121,3390.741586278208,35653.308425632626,2567.8164498617516,483.52307416770685,16505.927509607427,6167.291100479609,28893.912994209517,18800.836643957475,3017.9097340309654,978.4286391193839,2699.8613282044116,527.7052648494862,7542.428295428286,860.0750388954463,207.68461882682385,484.3236118033144,214.91915243079987,445.6623123318099,8420.746350265666,6837.030779781688,8172.607429796696,2415.5183115541536,4376.0884871643875,3036.754586768154,8419.684316266645,617.9541903439147,1539.1821053874646,590.426007583112
2014-01-01 09:00:00,340.6551095813625,5384.561789401832,805.0768860850271,6194.29920870135,3114.3758324507085,3894.380703542055,3924.713532345039,38160.76466309454,2832.1885166742177,529.0598957368129,18166.312227926304,6446.799709628622,31615.749592927616,22478.86417958862,3718.4668389465487,1155.9329505495884,2897.670477631231,753.3794402210626,10593.942370306375,915.3551972363357,234.58981729873292,521.9862521525956,246.40543606563838,535.7768978756189,9131.20282192624,7760.112151507922,8974.010693551369,2825.252422687109,4402.143785806077,3324.9045348143873,9196.00593784913,719.6256333555755,1742.1208829554712,641.7099812688882
