,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2012-01-01 10:00:00,723.2977411544477,5618.29803651498,717.8868435146265,7109.8401681858495,3019.0597064105486,3945.734944042343,4460.79593278663,40620.33859477764,3176.441359042146,625.6112530613115,16300.940618591334,5933.740899968583,38421.57285538387,24410.157820051812,1952.8246638873247,1255.371095283122,3208.9089545973425,1008.1897415792805,16496.077014835093,933.683144887337,438.6626498222245,494.5381344219695,455.4338306798588,906.0760081104263,9566.091517955869,7024.778279825661,9796.874547941914,3177.3459824249994,4517.035204313139,3916.597087276868,9878.908285480167,780.2386484709868,1988.8998009037437,713.0787240713637
2012-01-01 11:00:00,722.6768190295002,5458.594001055345,710.536280383332,7422.7625077509865,3051.125326680096,4160.076490870049,4651.580783615308,41353.89668185434,3242.8191474657415,630.3279838923297,17110.911414624767,5992.7844215713285,41407.83202899306,27571.47361594019,1633.1930450825967,1249.2993743270872,3261.0742403401046,1319.428348786099,17344.089419471304,933.115289431349,486.97257149626984,554.9783900494557,450.76993885371155,900.4244732640032,9936.120031521346,7477.148532101975,10367.219651785632,3653.9139850189617,4491.467173630975,3926.5881319361542,10238.085664480448,780.5565087551824,2011.2909363767512,714.0577029687713
2012-01-01 12:00:00,697.9269546914157,5439.696172417676,645.1812991191357,7378.647996788346,2927.399699650495,4409.023074109525,4770.365997910305,40856.41359856703,3237.316767186864,634.4546882569634,17647.344181646247,6065.681747642888,38868.90086666518,30024.42636146496,1056.2585431185348,1145.816745305297,3200.4547084967794,1597.4899255274233,15379.691338240058,927.1514656544184,463.86549875503806,562.1352896872228,438.0494728750418,921.1099583247042,10020.38912908103,7618.904288332997,10717.738112966139,3802.056805054153,4471.618403090546,3835.360028153952,10322.914917260652,727.5739091459177,1991.8825352779486,697.8427199105586
2012-01-01 13:00:00,694.0183589801181,5330.806334812579,592.8833515431826,7215.932970085287,2831.731616834097,4266.833217189567,4922.037627370754,40487.72278158994,3257.483616361163,666.3442013387285,17636.018382178947,6431.510358916779,37090.86214763568,30765.698572364985,993.2234724353652,1069.2010188223094,3216.649917282894,1634.9261649481546,13874.53051758619,936.9360533849629,449.9293729806103,546.365758920904,436.0075657154328,924.1386533766824,10058.868356522267,7676.755432444164,10891.312262595806,3501.704862758166,4510.515131167851,3742.331376356651,10401.036817285243,694.8504795865158,1967.400112378854,681.2932517926315
2012-01-01 14:00:00,691.6341725942765,5454.025627703675,571.282840549574,7126.982373815031,2790.455304786893,4220.638618572885,5011.008544469495,40782.237599373504,3331.590845988715,748.5655563191195,16350.83025320498,6741.716928510703,36270.49924191724,31005.208620077417,1304.6382796147172,1041.150446751723,3290.33772116016,1537.6725867594491,14389.847781997447,1038.5108215253313,450.0351951379406,704.3398891995511,435.8544098267853,922.8040985943671,10008.616712442472,7778.8201993305265,11220.271010198614,3409.4424365910486,4777.747552586814,3837.3038882133656,10751.180490040117,689.2867125756436,2006.6164188032385,698.3536326676389
2012-01-01 15:00:00,746.2436666501528,6060.073636679108,666.1131713661619,7206.172215027426,3023.923996780203,4427.286314943285,5106.57010223675,43655.53370096284,3632.794266173056,765.3473027366506,15958.342729839824,6753.466256395894,36942.67596119267,31587.83758991283,1750.7116264208034,1191.2154442625515,3664.774231978544,1496.9181793847642,15618.333876571969,1143.907426876292,471.5012988169202,708.9069439291494,466.63317968987155,984.6261861275219,10518.274715538711,7827.40882737547,12558.980557028553,3425.5284852298773,5529.866933640941,4261.132221250022,10879.585652118534,759.3725530235401,2193.152554264282,774.2001254745178
2012-01-01 16:00:00,808.2570054026862,6236.530162978362,838.1629267637086,7765.8307118310295,3598.976396979422,4759.49599641001,5278.298970401081,48155.345458742915,3901.590342035753,762.4864745437719,16800.17727363375,6729.164975408879,41841.62869726629,33813.54987381401,2204.83443181296,1459.3846010701109,3794.467449590646,1704.4157254159168,19983.891674910665,1151.8430928389105,502.0712024673414,705.9935738771894,500.1704103639523,1038.0351813008042,11627.642198696405,7486.552473231812,12916.510629335236,3556.5815028635766,5800.638146467822,4546.7455529249255,10745.531040987054,854.4297459369926,2224.614380452384,825.2782111002756
2012-01-01 17:00:00,817.4651458220228,6211.360402153397,854.3721553179047,7981.3477015702965,3776.82321419395,4891.463636223314,5348.810933631596,49499.16072231716,3884.842400224407,749.8313662960321,20083.48570777416,6621.851990799166,44603.707806770944,34818.548437908714,2238.869423453817,1499.6217847848222,3800.6392645091464,1937.2838125722956,21302.927556384617,1147.6969927140549,497.23054170720354,634.1741270223056,505.2325679049419,1023.7020883069005,11913.325013552452,7214.843760941121,13101.693920210077,4367.930782653345,5794.191399017732,4504.548523983556,10488.413239071764,890.9926704166242,2228.143679566899,817.7844975668684
2012-01-01 18:00:00,816.4225632736635,5920.1794729770545,861.1725981889139,7931.615167320467,3798.439512546183,4729.646038689292,5223.4662737945255,48368.72556829639,3606.401517491465,740.0051351344479,21381.40599366797,6495.717855841343,44892.258460378536,33566.20623117035,2314.0825069085363,1517.3942720767122,3827.4886134464887,1887.5062362840247,21748.168053244655,1114.9226818234515,523.6909117479413,634.0715844833928,505.5241198462137,1011.7974000764275,11831.447266656436,6813.266372538874,13267.052803476334,4664.669603893693,5708.384704834699,4481.5005143082035,9881.7359117349,887.8357169251949,2210.576710562416,813.8062118451514
2012-01-01 19:00:00,816.7620140834483,5478.65633382069,873.7560326092279,7759.732972911771,3727.6964338177822,4550.368402190097,5016.865524764638,45850.09725497107,3369.358654347775,733.5523905075747,22032.605530353263,6571.371694201724,43321.786746378806,31263.45481592686,2419.905450048922,1532.6934917016888,3733.957338377203,1712.9110672045622,21537.403781618126,1067.565052082926,499.6330319005678,661.9665930065412,504.6044079196073,995.0598776572874,11526.021879593916,6622.1616151832695,12945.168830709565,4759.813215688553,5590.192187667783,4508.139245501109,9326.179846412042,876.5905974133584,2183.664665054614,818.3578395642434
2012-01-01 20:00:00,822.7572949277078,5213.811628729447,942.0416641950608,7550.403731556649,3715.4255469759228,4619.382762666175,4729.556446933871,44652.12732058841,3220.4166103499106,716.9952518742954,22967.007890786994,7553.944962691997,42021.17307206306,29762.415497354552,2485.8717633891483,1613.0239326139824,3515.9900560849883,1648.0994372653197,21520.56011057718,977.4776673119244,487.46039726698507,590.121432171898,499.8441819548706,1027.618105873511,11035.638241523246,7139.888258999317,12307.936454083789,4830.147742642521,5344.807434019766,4470.001296671228,9328.1471273533,842.8140770587413,2152.8194310149593,810.2506667168435
2012-01-01 21:00:00,817.5610360770988,5514.906842687451,942.3433794139114,7896.427494339085,3789.3880502808374,4806.106978796661,4708.99877384991,43980.82383073112,2995.7229509681565,678.4388900803701,23359.860008690677,7762.028535574047,45984.334832153814,28100.452545862976,2690.010336804205,1560.7925285034407,3289.785842265117,1611.6178385045255,20383.400474517992,881.6855451769583,511.0845727164425,530.9931820633673,487.47881945666063,1049.171615413031,10388.367577233352,8053.891252712331,11645.9816716692,4818.629391454944,5082.933424086012,4524.851167806339,9707.259556819012,807.2393118943218,2142.4986031258554,818.4501951174602
2012-01-01 22:00:00,805.2696268381553,5133.94538671352,862.3759930806805,7939.643023157095,3665.7698461357413,4884.76142858752,4450.341450597246,39330.203501194344,2749.8493981884976,634.4986096574238,21950.4749993507,7514.284590529068,45678.68960456937,26779.476399413765,2402.725090552326,1367.2530695254532,3035.742060181634,1672.541564067003,18057.23801509957,808.5529031909214,412.45063183131083,493.81279034627084,475.187942425572,1020.1864074047721,9555.511835067882,8960.963143809253,10643.901571559687,4725.532837703114,4797.951486569755,4551.233113081056,10161.425920355627,729.9411506770501,2071.2113673031076,822.3338232033033
2012-01-01 23:00:00,760.2426517977764,4891.3071114090035,752.5897721132438,7254.058094791836,3311.077058738843,4841.004634408919,4426.346507392089,34974.49270818057,2572.574871734885,588.0712971529479,19578.23632048392,7118.726476783801,42472.968322816734,24855.948837547883,1931.8146941668456,1169.3484797986202,2770.827850513755,1811.5126614743967,15609.03243576328,755.4693654471794,361.5062727832194,435.48880238172814,448.9265877107397,978.6517834497863,8669.993547381022,8994.720257552495,9850.43496101099,4305.95634136525,4586.467579508938,4578.896918309821,10514.873876901187,656.4565817861612,2044.3484650546347,826.782564892711
2012-01-02 00:00:00,703.2606974845095,4557.44960502144,775.162806544701,6346.528679170988,2987.626056014593,4642.957158195903,4576.735583279546,32006.586279915507,2415.006707801566,579.6460632146415,16980.74749027585,6972.107015253697,36612.8269178919,23341.324149033157,1745.9011038286826,1207.9576842495132,2679.2863228638435,1407.0181347413338,14546.631301267946,734.5950984354507,331.0225339796555,384.45279202006736,418.2472813421373,887.3041544707667,7610.289309362475,8514.407805830988,10022.56894325985,4040.2298119419825,4465.733884515631,4333.308275023615,10780.407564697129,657.5359587571777,2013.9273299212887,773.5496147483384
2012-01-02 01:00:00,656.6613220258865,4387.812976229536,708.373153505468,5949.077275287126,2766.127076996755,4617.754917200691,4440.195018062579,31090.113867002976,2336.70488147551,555.3432630516663,15437.321511826773,6766.137142201658,34033.157599711965,22166.433296200816,1305.9508457962716,1101.4439867987453,2516.5432504545392,1111.2962449653037,13180.759543906765,720.9202402255899,368.4388215582488,421.6311930749366,397.5060360614216,804.3418002683187,7253.536380113168,8188.047197279908,9750.43384487833,3684.025984050825,4388.580753735257,3977.4226483048574,10590.143549740158,615.2421667650951,1940.1643414297823,710.6348844551628
2012-01-02 02:00:00,610.3373293446975,4251.559402221484,659.4559091925169,5675.555182468745,2514.504757103349,4503.74079920658,4244.857040588478,31349.909649048124,2294.802545160008,520.8649954449374,14551.501243672066,6206.9971390077235,30946.88289465446,20734.388205473027,553.3937059337604,1032.2278790247442,2429.628230546935,879.8888483721803,11979.349218646188,710.206229697016,363.96295538420037,420.73580653094666,380.44492197913104,736.8788410768979,7054.53991547638,7682.818523229525,9598.93588146641,3442.7932015353294,4322.740113390422,3681.5221149129898,10246.060019005348,580.6778677761624,1868.5064118802961,658.1993298239473
2012-01-02 03:00:00,541.7591404623562,4337.658288923519,592.6474897219671,5530.8911655245265,2189.531088852771,4230.235070784042,4166.57254064133,33008.22319427596,2282.4858552098144,492.93824656303394,13552.20808659599,5549.081661978494,28193.929320020776,18664.517152754608,-307.1360429100914,971.8291743145579,2513.29411689718,645.3690087216205,10460.546163773122,741.4947036647487,350.1486823496424,438.9376062199698,360.06413812323166,677.9410747962222,6873.446874161486,6244.656380095762,9667.428074868012,3259.3179991835104,4334.3330759820265,3355.3931325248363,9343.195149495059,536.5732205936881,1814.5242615271527,599.6684164037283
2012-01-02 04:00:00,462.7593889636014,4750.287614423321,506.262496414868,5590.556090747677,2159.190598341075,4015.902833593973,4390.544868058276,37055.977387762,2413.3762679431084,560.5742999228603,12756.024837756184,6277.153068232872,26173.917153145416,15831.93486954872,-267.9916249127982,936.7851347966067,2829.2362037034536,313.49431098824516,9700.198133894379,892.0141420090463,349.914632727314,544.6411265293195,339.2610973676004,588.0771429309746,6953.908404982916,4092.051710925498,10180.611477192855,3029.588536689359,4481.123424885058,3056.8037129359655,8158.598647541207,494.075095690649,1778.9051934251277,544.633486030388
2012-01-02 05:00:00,465.8802753165668,5561.581629626526,624.5245531460896,6121.412587280377,2270.5135224908763,3937.5981356596476,5351.974762454783,44021.41385773377,3014.591731055925,687.4358508838303,14720.999667146318,7047.4118054312785,29382.144440119468,13492.453840191145,294.97723609616605,1131.642901913166,3441.0011214169185,-98.32523416110007,12843.274879102179,1065.924536485434,339.94089735966963,628.2551949362252,346.43269502399517,583.9999566333613,8039.037398167113,4693.403857397316,12673.48380430545,2914.1780861571833,4591.801953548231,3133.9004425654375,9271.477655866029,555.1114074750835,2025.3425071779786,557.9490093170085
2012-01-02 06:00:00,525.445200826472,6516.809094545964,792.5543702537069,6530.613959377206,2597.023240707924,3765.842716468574,6017.581690643291,52076.717913860724,3794.766401799674,816.3875379318467,18283.16748961322,7521.205681258062,34933.82249727809,14672.709019178876,825.1437145097971,1362.9997991872424,3766.276109345613,-139.05055669153717,17380.434100507846,1214.8743496799611,414.1137858851434,758.0124743890946,372.80600057566295,602.5016789675761,9870.008622565238,6712.607261669278,14831.756296023888,3188.330664433001,4669.393585243139,3296.975230859294,11275.537866692359,637.2862073845586,2241.4597088963023,587.2601504593733
2012-01-02 07:00:00,613.0528821528392,7082.086387239538,932.6471477360876,7113.269949099089,3009.74419764427,3942.303059694772,6372.067536431074,57060.18512693077,4255.485794388262,868.3600684962458,21325.808471683282,7756.523665787586,38394.38202546829,16556.871585606183,1372.0368826876265,1564.9803124221496,3973.9748667865215,45.37431709429029,22252.603230679248,1289.5645278838695,514.6749659340073,815.6140555562191,411.7755668531687,688.8002289916286,11656.854357155433,7811.876653652056,15758.20557956531,3676.5821883430244,4867.831293941305,3729.3539496117974,12433.095631295266,757.215648744969,2444.008285238975,664.0378399623279
2012-01-02 08:00:00,692.5324673320004,7502.021802552353,1021.7479710783945,7591.172509317849,3395.095807595765,4170.137656891211,6718.8431568394135,59717.20492339129,4352.602770130545,913.04365152719,23888.28724603283,7846.543126340444,41480.033785128304,19118.7622469521,1767.8836363886226,1689.491369411064,4142.451551886774,165.8683051677824,25809.395098010893,1352.1612270763253,550.2370914617738,845.992514275485,447.0050863928534,762.7635017246746,12411.405890312295,8502.127308188059,16403.332466104108,4575.1248776456105,4963.96320257003,4079.5884560016475,12884.750104968474,862.3583497781992,2610.927125753863,726.296969121437
2012-01-02 09:00:00,724.5422941474582,7664.606467187359,1046.60897038233,8016.534672580857,3543.6280337362114,4140.24061816995,6913.30477085678,62578.5432810589,4482.191243791609,934.3815567071211,25792.16842513593,8004.874311894868,43962.44166116837,23204.22260166047,2000.598778781869,1719.3888401928207,4253.686760788429,514.338280247227,27424.058730899953,1381.3142341765824,534.5847390526575,843.2796314316679,458.19255941213817,829.4022846747066,12904.968596831117,9017.799288629065,16685.845465155267,5138.405799388387,4997.57381074878,4217.921657756837,13480.789809792039,909.0825325528629,2683.875425234094,750.8891540998621
2012-01-02 10:00:00,729.9688869361682,7742.735965882355,1066.4192851796643,8356.082677194432,3560.6359917467166,4197.7907858981425,7034.174463284578,64518.540372951094,4516.706506597199,934.5217674494347,26320.031711377695,8165.366418971482,46298.38083630963,26448.51169314532,2155.905651494264,1743.3162975327473,4296.557357948632,881.6463107652405,28325.16488262534,1386.6294458732245,608.8868102525914,846.7565659485149,457.48144397632905,866.6552269554968,13242.648443325452,9573.555277620791,17012.999967120577,5493.250434527938,4992.119670267113,4227.774460060912,13791.400637807328,986.7561130451509,2763.452590385635,752.6602637341047
2012-01-02 11:00:00,725.5915392418626,7567.411367155755,1061.8006355627895,8448.098626211002,3469.8997828549323,4464.223899778435,7257.621380813939,65047.47543231342,4413.783670901706,955.933504968931,26232.861778166975,8251.347913152593,47935.69890516487,28200.173371454955,2204.0635467109796,1736.4428832812555,4341.487450371962,1178.9010255114513,27775.06298465124,1402.1294217766351,598.1618145837194,875.6547495236338,452.55738570197997,885.7438569568855,13300.651882550399,9779.025905067308,17053.18233061439,5657.754835488549,4936.638990758593,4225.31370124404,13983.797968722967,985.064345766925,2746.40444839815,752.1205129411368
2012-01-02 12:00:00,719.2820880628922,7554.152269529843,1031.0931088136008,8335.938978048209,3319.447532420492,4479.298585595483,7273.356402454084,64293.72140702905,4420.092898554083,965.1116573017599,26378.551435626883,8268.811497514222,46659.08374146388,29124.234762942087,1962.6389729258376,1688.314754874341,4286.660546888943,1408.2610184668383,26981.1789618575,1401.4786140209108,568.0900710941557,878.788015169234,447.7114865825557,1009.6709043622584,13375.039488401439,9861.432572231284,17292.4103540055,5504.210844975553,4879.951666695196,4138.778272297692,14168.00653952379,924.9854621251004,2744.78919244207,736.7582870665
2012-01-02 13:00:00,704.3555540226076,7489.850163868563,1002.1539320829283,8201.518172285934,3181.1491345476456,4350.1263670023845,7202.858120753673,63255.645603011144,4363.142365818579,999.6471839766141,25501.458222520952,8388.827553218747,45178.59883249867,29125.062918282445,1915.524955136901,1647.0348329740548,4265.8709852200645,1469.3822072490548,27423.6712867356,1406.2019124780409,574.1168596156381,853.3136216482143,439.65783415240764,1061.5664726289335,13263.01827646084,9994.280439806593,17232.565424082884,5563.638319704215,4876.720465524842,3964.8255880034335,14164.428664351366,895.8980404582051,2716.93712197866,705.7763054495293
2012-01-02 14:00:00,717.9606943812498,7519.519348481091,980.2089124489411,8112.2225703183985,3182.066347624168,4353.4229030965835,7299.31560687583,62839.5610055773,4281.875651507851,1026.3093485715958,24758.14094693526,8387.252017110695,44021.60632075828,29160.40417216246,2170.086969895269,1619.9119668219714,4349.3763355726505,1451.5876169760163,27956.07165610892,1461.504607994183,552.3745532032522,938.0197776823077,446.69970845070566,1038.3535264200054,13138.261569126615,9992.628489491282,17516.243505777788,5602.715345613352,5055.73493317495,4121.937247923997,14618.062986490186,904.0407441657255,2750.1312953314964,733.5595510693734
2012-01-02 15:00:00,782.4057980152493,8150.59633043884,1085.307480654488,8243.84186714108,3478.146941230495,4648.614313260221,7385.913519801244,64109.78614474039,4581.971648664336,1007.6968885410682,24359.94678833192,8306.735892580156,44702.8056514991,30495.465288404106,2676.0718695027144,1786.7078786770007,4708.8284529052,1425.6565721186882,29575.571913627522,1463.3033596134653,542.5553227672618,956.4927695777377,480.99811880685576,1002.5500020422303,13439.402329801404,9859.670675349378,18756.971505030648,5469.279811929601,5814.70334528218,4494.43546034839,14760.389053157416,938.6535390770944,2856.314611256414,799.4876368571314
2012-01-02 16:00:00,849.785555948713,8205.2208702379,1234.199162262423,9230.23934446809,4037.237970662566,4931.984251860043,7364.637628107954,67019.83862013448,5041.0184695723565,984.0808580767709,24933.368404210087,8118.753224384972,50558.9631116941,35893.285879755764,3149.140755151372,2020.5919511917846,4761.16154457738,1787.7903492455991,32416.36336676746,1424.8628110051957,622.3128326169348,899.5937565039544,516.1100005613422,1031.8529818630334,14616.10935478052,9451.52276969919,18971.162470498064,5434.747676739231,6074.433858456908,4800.151281609242,14640.28770754829,1047.1661126720837,2910.6639075399107,853.4409704539944
2012-01-02 17:00:00,858.2750823258252,7910.98810585478,1207.7841074822977,9435.489630356056,4331.598515165136,4990.570766126978,7259.413273309738,66472.44085511887,4836.511370832067,950.4325335441481,27440.714804991087,8067.319093353051,52921.560827968075,39131.51760493233,3155.3536762181143,1992.7619174728143,4647.052641661868,2173.5924220145116,31931.06723150838,1364.7819825592105,628.9186386953464,868.2263038681119,521.6771373044481,1026.1709385726267,14073.585936340722,8807.998303833305,18623.604050811384,6197.2210578989425,6077.2067710872525,4793.084663379791,14235.609385693135,1052.6744949571191,2859.133034776425,851.9083274056437
2012-01-02 18:00:00,862.007807708216,7249.612780995627,1192.2053182487357,9058.181406281139,4325.6868554279,4783.3366423030875,7156.889380629854,64669.01950141108,4457.512542413451,914.3574047116822,28073.472004883246,7989.079907635007,50660.77171569213,37710.36253732623,3199.463638553819,1977.8376575416298,4590.721759223717,2090.842996367845,31293.38461882289,1323.3313499890187,587.1069300865124,832.4468806981242,523.3576758376856,1008.9627121587789,13553.30146766453,8593.30502716102,18545.99152565715,6407.116322080328,6013.623609924261,4768.270491106741,13558.577306333875,1079.4389495765022,2838.4752000748413,847.2533305313757
2012-01-02 19:00:00,854.2512795278509,6678.841073657313,1142.0752109801474,8490.564310061527,4233.335752410953,4570.428331795203,6955.993327473283,59964.93275183433,4077.959918499505,887.2457596784474,28136.823370707134,7887.395589654427,47520.902934705664,35076.10304373851,3132.8370167376925,1904.7649793110556,4461.446775371165,1902.8509866150803,29337.641624332817,1247.8420755352681,586.0582068297629,778.3450236992967,516.4090865646293,983.669074235877,12828.241588466744,8481.747520285884,17991.81101066687,6465.208439604049,5796.904137105266,4685.254266021308,13036.636154157797,1040.0107196840668,2786.1801296772405,832.3565525486332
2012-01-02 20:00:00,860.7295490382093,6224.483829928197,1172.486529871137,8167.242234002178,4138.793152655437,4741.818459754725,6559.596671394522,57135.75350109006,3793.4121070752994,837.801166722614,28581.423770903402,8562.437338871323,45511.46161770032,32609.038652488634,3076.364546841671,1932.312244233246,4269.703840365045,1767.3224436753069,27654.934551096918,1124.2004645566776,555.2588054085019,672.4497656979872,511.61932057558766,1011.9952513993735,12106.212731880361,8883.948587711839,16916.25681880661,6290.700820399466,5493.703799515233,4677.404746665949,12650.663231237973,975.9442346066073,2703.138277688786,831.1536664363147
2012-01-02 21:00:00,877.5991188951832,6339.716142962306,1117.6300334868092,8687.294791660937,4213.461687947274,4994.095322781951,6078.89637168725,55249.22370896802,3464.7534845177647,778.6940540993821,27650.073569892236,8516.033272979195,49975.98806122666,30419.16453722735,3063.0732843128803,1807.1303819919194,4098.352068152188,1765.8484573002418,25184.865229098443,1010.1965569586719,558.0302624584874,555.7870126800714,511.02102230606897,1127.2859074480411,11299.430302748951,9502.123558605792,15606.200405365016,6116.536015258245,5141.429318366543,4755.674926343446,12562.11444334273,912.9240357381804,2654.468424973081,846.0147191354883
2012-01-02 22:00:00,879.4741928590106,5790.377850292892,1000.2339675754234,8742.057163131505,3952.9837091066347,4951.124247472236,5713.819433082883,49930.76494526332,3098.70287008687,711.0939285607212,25700.867699774513,8095.984047078193,50599.040985878804,27862.050515856088,2651.3290260740264,1571.5475576364793,3821.650372537839,1737.7350526583173,22112.618110197836,908.5408976208089,515.2744370167144,533.6333511865914,506.26239487003363,1153.7365252266668,10384.047217439182,9812.50993360136,14124.386420639818,5872.031794119448,4837.075127626611,4765.342154080069,12528.46725494362,819.5180105289564,2540.076304965504,849.3504245150807
