Country;month;year;status;prod_hy;prod_hy_rep;-> storage;storage_rep;-> Run of River;River_rep;-> Pumped storage;Pumped storage_rep;prod_tn;prod_tn_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;prod_other_renew;other_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;prod_not_clearly;not_clearly_rep;losses_trans;losses_trans_repr;_Sum;pump;exg_saldo;cons_total
HU;5;2010;D;13;100;0;100;13;100;;100;1063;100;1173;100;404;100;66;100;677;100;26;100;0;100;214;100;38;;0;100;;;0;100;27;100;2463;0;606;3069
HU;6;2010;D;5;100;0;100;5;100;;100;1034;100;1184;100;415;100;58;100;653;100;58;100;0;100;184;100;44;;0;100;;;0;100;29;100;2407;0;714;3121
HU;7;2010;D;15;100;0;100;15;100;;100;1042;100;1157;100;374;100;66;100;709;100;9;100;0;100;181;100;29;;0;100;;;0;100;28;100;2395;0;886;3281
HU;8;2010;D;20;100;0;100;20;100;;100;1383;100;966;100;360;100;59;100;505;100;42;100;0;100;184;100;25;;0;100;;;0;100;29;100;2553;0;553;3106
HU;9;2010;D;25;100;0;100;25;100;;100;1302;100;1175;100;455;100;66;100;635;100;19;100;0;100;159;100;41;;0;100;;;0;100;31;100;2661;0;483;3144
HU;10;2010;D;28;100;0;100;28;100;;100;1179;100;1463;100;404;100;71;100;907;100;82;100;0;100;202;100;48;;0;100;;;0;100;31;100;2872;0;473;3345
HU;11;2010;D;17;100;0;100;17;100;;100;1282;100;1631;100;429;100;61;100;1105;100;35;100;0;100;216;100;53;;0;100;;;0;100;31;100;3146;0;175;3321
HU;12;2010;D;6;100;0;100;6;100;;100;1434;100;1758;100;448;100;73;100;1196;100;41;100;0;100;182;100;77;;0;100;;;0;100;46;100;3380;0;156;3536
IE;1;2013;D;145;100;;;114;100;31;;0;100;1708;100;199;100;454;100;1054;100;1;100;;100;460;100;449;100;0;100;0;100;14;100;0;100;2327;52;138;2413
IE;2;2013;D;120;100;;;93;100;27;;0;100;1572;100;182;100;406;100;983;100;1;100;;100;408;100;398;100;0;100;0;100;13;100;0;100;2113;46;118;2185
IE;3;2013;D;77;100;;;47;100;30;;0;100;1885;100;198;100;450;100;1229;100;7;100;;100;437;100;432;100;0;100;0;100;12;100;0;100;2411;52;17;2376
IE;4;2013;D;71;100;;;42;100;29;;0;100;1589;100;158;100;391;100;1038;100;3;100;;100;452;100;446;100;0;100;0;100;18;100;0;100;2130;50;64;2144
IE;5;2013;D;64;100;;;38;100;26;;0;100;1278;100;115;100;272;100;890;100;1;100;;100;438;100;434;100;0;100;0;100;16;100;0;100;1796;43;340;2093
IE;6;2013;D;46;100;;;18;100;28;;0;100;1405;100;117;100;372;100;915;100;1;100;;100;259;100;247;100;0;100;0;100;11;100;0;100;1721;48;235;1908
IE;7;2013;D;32;100;;;3;100;29;;0;100;1627;100;197;100;452;100;977;100;1;100;;100;151;100;140;100;0;100;0;100;8;100;0;100;1818;50;254;2022
IE;8;2013;D;39;100;;;13;100;26;;0;100;1456;100;220;100;274;100;962;100;;100;;100;273;100;261;100;0;100;0;100;9;100;0;100;1777;45;268;2000
IE;9;2013;D;38;100;;;10;100;28;;0;100;1509;100;232;100;285;100;989;100;3;100;;100;324;100;312;100;0;100;0;100;8;100;0;100;1879;49;167;1997
IE;10;2013;D;78;100;;;50;100;28;;0;100;1512;100;241;100;231;100;1037;100;3;100;;100;428;100;418;100;0;100;0;100;10;100;0;100;2028;49;241;2220
IE;11;2013;D;77;100;;;50;100;27;;0;100;1620;100;228;100;297;100;1089;100;6;100;;100;346;100;336;100;0;100;0;100;11;100;0;100;2054;47;232;2239
IE;12;2013;D;104;100;;;74;100;30;;0;100;1462;100;231;100;293;100;934;100;4;100;;100;687;100;677;100;0;100;0;100;15;100;0;100;2268;52;166;2382
IE;1;2012;D;100;100;;;100;100;0;;0;100;1839;100;227;100;339;100;1266;100;7;100;0;100;541;100;537;100;0;100;0;100;17;100;0;100;2497;0;-113;2384
IE;2;2012;D;82;100;;;80;100;0;;0;100;1777;100;221;100;454;100;1102;100;0;100;;100;379;100;373;100;0;100;0;100;16;100;0;100;2254;2;-29;2223
IE;3;2012;D;33;100;;;37;100;4;;0;100;1772;100;210;100;412;100;1150;100;0;100;;100;320;100;309;100;0;100;0;100;16;100;0;100;2141;0;81;2222
IE;4;2012;D;15;100;;;15;100;1;;0;100;1632;100;204;100;421;100;1007;100;0;100;;100;373;100;362;100;0;100;0;100;13;100;0;100;2033;1;54;2086
IE;5;2012;D;33;100;;;22;100;11;;0;100;1748;100;231;100;354;100;1157;100;6;100;;100;267;100;258;100;0;100;0;100;11;100;0;100;2059;17;49;2091
IE;6;2012;D;93;100;;;73;100;20;;0;100;1559;100;208;100;358;100;989;100;4;100;;100;248;100;240;100;0;100;0;100;10;100;0;100;1910;32;65;1943
IE;7;2012;D;100;100;;;74;100;26;;0;100;1627;100;212;100;461;100;952;100;2;100;;100;229;100;221;100;0;100;0;100;12;100;0;100;1968;41;55;1982
IE;8;2012;D;92;100;;;63;100;29;;0;100;1561;100;155;100;311;100;1091;100;4;100;;100;297;100;293;100;0;100;0;100;12;100;0;100;1962;46;75;1991
IE;9;2012;D;65;100;;;41;100;24;;0;100;1545;100;160;100;344;100;1039;100;2;100;;100;320;100;310;100;0;100;0;100;13;100;0;100;1943;43;82;1982
IE;10;2012;D;103;100;;;75;100;28;;0;100;1807;100;181;100;485;100;1138;100;3;100;;100;283;100;272;100;0;100;0;100;14;100;0;100;2207;51;33;2189
IE;11;2012;D;116;100;;;87;100;29;;0;100;1823;100;214;100;489;100;1115;100;5;100;;100;369;100;361;100;0;100;0;100;16;100;0;100;2324;50;-4;2270
IE;12;2012;D;125;100;;;94;100;31;;0;100;1729;100;192;100;464;100;1070;100;3;100;;100;473;100;463;100;0;100;0;100;15;100;0;100;2342;53;65;2354
IE;1;2011;D;90;100;0;100;90;100;;100;0;100;2115;100;228;100;320;100;1549;100;18;100;;100;264;100;264;;0;100;;;21;100;51;100;2490;0;55;2545
IE;2;2011;D;96;100;0;100;96;100;;100;0;100;1701;100;207;100;290;100;1193;100;11;100;;100;355;100;355;;0;100;;;13;100;44;100;2165;0;49;2214
IE;3;2011;D;50;100;0;100;50;100;;100;0;100;1976;100;235;100;394;100;1341;100;6;100;;100;206;100;206;;0;100;;;15;100;0;100;2247;0;84;2331
IE;4;2011;D;29;100;0;100;29;100;;100;0;100;1634;100;117;100;304;100;1197;100;16;100;;100;246;100;246;;0;100;;;12;100;0;100;1921;0;128;2049
IE;5;2011;D;29;100;0;100;29;100;;100;0;100;1416;100;128;100;281;100;1006;100;1;100;;100;542;100;542;;0;100;;;16;100;0;100;2003;0;92;2095
IE;6;2011;D;27;100;0;100;27;100;;100;0;100;1598;100;133;100;292;100;1172;100;1;100;;100;242;100;242;;0;100;;;14;100;0;100;1881;0;101;1982
IE;7;2011;D;18;100;0;100;18;100;;100;0;100;1712;100;130;100;246;100;1334;100;1;100;;100;185;100;185;;0;100;;;13;100;0;100;1928;0;63;1991
IE;8;2011;D;15;100;0;100;15;100;;100;0;100;1771;100;92;100;290;100;1381;100;8;100;;100;190;100;190;;0;100;;;13;100;0;100;1989;0;39;2028
IE;9;2011;D;38;100;0;100;38;100;;100;0;100;1469;100;193;100;278;100;998;100;0;100;;100;483;100;483;;0;100;;;16;100;0;100;2006;0;3;2009
IE;10;2011;D;70;100;0;100;70;100;;100;0;100;1677;100;225;100;351;100;1096;100;5;100;;100;451;100;451;;0;100;;;16;100;0;100;2214;0;-28;2186
IE;11;2011;D;101;100;0;100;101;100;;100;0;100;1644;100;180;100;401;100;1058;100;5;100;;100;546;100;546;;0;100;;;11;100;0;100;2302;0;-42;2260
IE;12;2011;D;116;100;0;100;116;100;;100;0;100;1704;100;206;100;388;100;1108;100;2;100;;100;649;100;649;;0;100;;;17;100;0;100;2486;0;-54;2432
IE;1;2010;D;127;100;;;97;;;;0;100;2146;100;195;;400;;1474;;77;;;;248;100;248;;0;;;;20;100;45;100;2541;50;133;2624
IE;2;2010;D;86;100;;;60;;;;0;100;2022;100;190;;407;;1395;;30;;;;151;100;151;;0;;;;22;100;47;100;2281;44;99;2336
IE;3;2010;D;59;100;0;;29;;;;0;100;2087;100;172;;308;;1591;;16;;;;251;100;251;;0;;;;22;100;49;100;2419;48;61;2432
IE;4;2010;D;102;100;;100;74;100;;100;0;100;1828;100;213;100;233;100;1368;100;14;100;;100;186;100;186;;0;100;;;24;100;42;100;2140;46;32;2126
IE;5;2010;D;41;100;0;100;13;100;;100;0;100;1810;100;177;100;271;100;1354;100;5;100;;100;168;100;168;;0;100;;;19;100;42;100;2038;45;102;2095
IE;6;2010;D;32;100;;100;3;100;;100;0;100;1799;100;141;100;168;100;1456;100;34;100;;100;156;100;156;;0;100;;;17;100;40;100;2004;47;33;1990
IE;7;2010;D;21;100;;100;18;100;;100;0;100;1758;100;94;100;243;100;1420;100;1;100;;100;268;100;268;;0;100;;;19;100;41;100;2066;7;-18;2041
IE;8;2010;D;14;100;0;100;14;100;;100;0;100;1743;100;89;100;226;100;1413;100;16;100;;100;207;100;207;;0;100;;;21;100;40;100;1985;0;38;2023
IE;9;2010;D;51;100;0;100;51;100;;100;0;100;1767;100;164;100;220;100;1376;100;7;100;;100;288;100;288;;0;100;;;22;100;41;100;2128;0;-59;2069
IE;10;2010;D;41;100;0;100;41;100;;100;0;100;1829;100;225;100;275;100;1319;100;11;100;;100;322;100;322;;0;100;;;22;100;44;100;2214;0;-13;2201
IE;11;2010;D;101;100;;100;101;100;;100;0;100;1957;100;221;100;296;100;1419;100;21;100;;100;341;100;341;;0;100;;;22;100;48;100;2421;0;-22;2399
IE;12;2010;D;51;100;0;100;51;100;;100;0;100;2279;100;209;100;425;100;1573;100;72;100;;100;234;100;234;;0;100;;;18;100;53;100;2582;0;83;2665
IS;1;2013;P;1099;100;;;15;100;1084;;0;100;0;100;;100;;100;;100;;100;;100;434;100;0;100;0;100;0;100;0;100;34;100;1533;0;0;1533
IS;2;2013;P;1013;100;;;14;100;999;;0;100;0;100;;100;;100;;100;;100;;100;388;100;0;100;0;100;0;100;0;100;32;100;1401;0;0;1401
IS;3;2013;P;1118;100;;;12;100;1006;;0;100;0;100;;100;;100;;100;;100;;100;430;100;0;100;0;100;0;100;0;100;34;100;1548;0;0;1548
IS;4;2013;P;1044;100;;;13;100;1031;;0;100;0;100;;100;;100;;100;;100;;100;408;100;0;100;0;100;0;100;0;100;32;100;1452;0;0;1452
IS;5;2013;P;1052;100;;;15;100;1037;;0;100;0;100;;100;;100;;100;;100;;100;406;100;0;100;0;100;0;100;0;100;33;100;1458;0;0;1458
IS;6;2013;P;1016;100;;;15;100;;;0;100;0;100;;100;;100;;100;;100;;100;367;100;0;100;0;100;0;100;0;100;27;100;1383;0;0;1383
IS;7;2013;P;1050;100;;;15;100;1035;;0;100;0;100;;100;;100;;100;;100;;100;393;100;0;100;0;100;0;100;0;100;29;100;1443;0;0;1443
IS;8;2013;P;1065;100;;;15;100;1050;;0;100;0;100;;100;;100;;100;;100;;100;383;100;0;100;0;100;0;100;0;100;30;100;1448;0;0;1448
IS;9;2013;P;1026;100;;;11;100;1015;;0;100;0;100;;100;;100;;100;;100;;100;403;100;0;100;0;100;0;100;0;100;29;100;1429;0;0;1429
IS;10;2013;P;1079;100;;;15;100;1064;;0;100;0;100;;100;;100;;100;;100;;100;427;100;0;100;0;100;0;100;0;100;30;100;1506;0;0;1506
IS;11;2013;P;1075;100;;;15;100;1060;;0;100;0;100;;100;;100;;100;;100;;100;413;100;0;100;0;100;0;100;0;100;31;100;1488;0;0;1488
IS;12;2013;P;1125;100;;;15;100;1110;;0;100;0;100;;100;;100;;100;;100;;100;433;100;0;100;0;100;0;100;0;100;33;100;1558;0;0;1558
IS;1;2012;P;1058;100;;;13;100;0;;0;100;0;100;;100;;100;;100;;100;;100;432;100;0;100;0;100;0;100;0;100;31;100;1490;0;0;1490
IS;2;2012;P;1002;100;;;14;100;0;;0;100;0;100;;100;;100;;100;;100;;100;413;100;0;100;0;100;0;100;0;100;29;100;1415;0;0;1415
IS;3;2012;P;1038;100;;;15;100;1023;;0;100;0;100;0;100;0;100;0;100;0;100;0;100;438;100;0;100;0;100;0;100;0;100;29;100;1476;0;0;1476
IS;4;2012;P;964;100;;;15;100;949;;0;100;0;100;0;100;0;100;0;100;0;100;0;100;419;100;0;100;0;100;0;100;0;100;27;100;1383;0;0;1383
IS;5;2012;P;1016;100;;;16;100;1000;;0;100;0;100;;100;;100;;100;;100;;100;395;100;0;100;0;100;0;100;0;100;26;100;1411;0;0;1411
IS;6;2012;P;997;100;;;11;100;986;;0;100;0;100;;100;;100;;100;;100;;100;342;100;0;100;0;100;0;100;0;100;25;100;1339;0;0;1339
IS;7;2012;P;1018;100;;;13;100;1005;;0;100;0;100;;100;;100;;100;;100;;100;372;100;0;100;0;100;0;100;0;100;25;100;1390;0;0;1390
IS;8;2012;P;1016;100;;;14;100;1002;;0;100;0;100;;100;;100;;100;;100;;100;390;100;0;100;0;100;0;100;0;100;28;100;1406;0;0;1406
IS;9;2012;P;977;100;;;15;100;962;;0;100;0;100;;100;;100;;100;;100;;100;410;100;0;100;0;100;0;100;0;100;28;100;1387;0;0;1387
IS;10;2012;P;1036;100;;;15;100;1021;;0;100;0;100;;100;;100;;100;;100;;100;429;100;0;100;0;100;0;100;0;100;29;100;1465;0;0;1465
IS;11;2012;P;1032;100;;;14;100;1018;;0;100;0;100;;100;;100;;100;;100;;100;414;100;0;100;0;100;0;100;0;100;30;100;1446;0;0;1446
IS;12;2012;P;1079;100;;;14;100;1065;;0;100;0;100;;100;;100;;100;;100;;100;431;100;0;100;0;100;0;100;0;100;32;100;1510;0;0;1510
IS;1;2011;D;1100;100;1085;100;14;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;374;100;0;;0;100;;;0;100;30;100;1475;0;0;1475
IS;2;2011;D;997;100;984;100;13;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;337;100;0;;0;100;;;0;100;27;100;1335;0;0;1335
IS;3;2011;D;1082;100;1072;100;10;100;;100;0;100;0;100;;100;;100;;100;;100;;100;377;100;0;;0;100;;;0;100;29;100;1459;0;0;1459
IS;4;2011;D;997;100;986;100;11;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;363;100;0;;0;100;;;0;100;26;100;1361;0;0;1361
IS;5;2011;D;1389;100;1377;100;12;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;345;100;0;;0;100;;;0;100;26;100;1735;0;0;1735
IS;6;2011;D;1012;100;1002;100;8;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;312;100;0;;0;100;;;0;100;25;100;1325;0;0;1325
IS;7;2011;D;1001;100;993;100;8;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;372;100;0;;0;100;;;0;100;27;100;1374;0;0;1374
IS;8;2011;D;1037;100;1029;100;8;100;;100;0;100;0;100;;100;;100;;100;;100;;100;346;100;0;;0;100;;;0;100;27;100;1383;0;0;1383
IS;9;2011;D;1022;100;1015;100;7;100;;100;0;100;1;100;0;100;0;100;0;100;0;100;0;100;343;100;0;;0;100;;;0;100;26;100;1366;0;0;1366
IS;10;2011;D;1039;100;1032;100;7;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;397;100;0;;0;100;;;0;100;27;100;1437;0;0;1437
IS;11;2011;D;1010;100;999;100;11;100;;100;0;100;0;100;;100;;100;;100;;100;;100;401;100;0;;0;100;;;0;100;26;100;1411;0;0;1411
IS;12;2011;D;1057;100;1038;100;19;100;;100;0;100;0;100;;100;;100;;100;0;100;;100;435;100;0;;0;100;;;0;100;29;100;1492;0;0;1492
IS;1;2010;D;1081;100;1067;100;14;;;;0;100;1;100;;;;;;;1;;;;376;100;0;;0;;;;0;100;31;100;1458;0;0;1458
IS;2;2010;D;985;100;970;;15;;;;0;100;1;100;;;;;;;;;;;341;100;0;;0;;;;0;100;27;100;1327;0;0;1327
IS;3;2010;D;1077;100;1062;100;15;100;;;0;100;1;100;;;;;;;1;100;;;377;100;0;;0;;;;0;100;30;100;1455;0;0;1455
IS;4;2010;D;1011;100;997;100;14;100;;;0;100;1;100;;;;;;;;;;;364;100;0;;0;;;;0;100;28;100;1376;0;0;1376
IS;5;2010;D;1043;100;1029;100;14;100;;100;0;100;1;100;0;100;0;100;0;100;1;100;0;100;342;100;0;;0;100;;;0;100;28;100;1386;0;0;1386
IS;6;2010;D;1061;100;1047;100;14;100;;100;0;100;1;100;;100;;100;;100;;100;;100;261;100;0;;0;100;;;0;100;28;100;1323;0;0;1323
IS;7;2010;D;990;100;975;100;15;100;;100;0;100;1;100;;100;;100;;100;;100;;100;347;100;0;;0;100;;;0;100;23;100;1338;0;0;1338
IS;8;2010;D;1011;100;977;100;34;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;339;100;0;;0;100;;;0;100;24;100;1351;0;0;1351
IS;9;2010;D;1026;100;1012;100;14;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;321;100;0;;0;100;;;0;100;26;100;1348;0;0;1348
IS;10;2010;D;1039;100;1025;100;14;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;374;100;0;;0;100;;;0;100;26;100;1414;0;0;1414
IS;11;2010;D;1054;100;1040;100;14;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;364;100;0;;0;100;;;0;100;28;100;1419;0;0;1419
IS;12;2010;D;1106;100;1094;100;12;100;;100;0;100;1;100;;100;;100;;100;1;100;;100;377;100;0;;0;100;;;0;100;29;100;1484;0;0;1484
IT;1;2013;P;3297;100;;;0;100;0;;0;100;17288;100;0;100;3384;100;10054;100;2588;100;1262;100;2970;100;1767;100;761;100;n.a;100;0;100;367;100;23555;145;4121;27531
IT;2;2013;P;3005;100;;;0;100;0;;0;100;15658;100;0;100;3588;100;8992;100;1622;100;1456;100;2876;100;1372;100;1112;100;0;100;0;100;342;100;21539;150;4338;25727
IT;3;2013;P;3743;100;;;0;100;0;;0;100;15939;100;0;100;3934;100;9083;100;1361;100;1561;100;3827;100;1882;100;1506;100;0;100;0;100;347;100;23509;216;3685;26978
IT;4;2013;P;4774;100;;;0;100;0;;0;100;12904;100;0;100;3114;100;7375;100;1077;100;1338;100;3890;100;1323;100;2129;100;0;100;0;100;299;100;21568;292;3023;24299
IT;5;2013;P;6587;100;;;0;100;0;;0;100;11870;100;0;100;2843;100;6807;100;1264;100;956;100;4423;100;1535;100;2403;100;n.a;100;0;100;315;100;22880;300;3085;25665
IT;6;2013;P;6240;100;;;0;100;0;;0;100;12721;100;0;100;2853;100;7351;100;1302;100;1215;100;4188;100;993;100;2765;100;0;100;0;100;380;100;23149;226;3214;26137
IT;7;2013;P;5605;100;;;0;100;0;;0;100;16846;100;0;100;3491;100;9709;100;2074;100;1572;100;4148;100;729;100;2957;100;0;100;0;100;436;100;26599;142;3480;29937
IT;8;2013;P;4495;100;;;0;100;0;;0;100;14711;100;0;100;3134;100;8372;100;1814;100;1391;100;4002;100;799;100;2783;100;0;100;0;100;361;100;23208;150;2413;25471
IT;9;2013;P;3277;100;;;0;100;0;;0;100;16416;100;0;100;3639;100;9518;100;1791;100;1468;100;3642;100;982;100;2224;100;0;100;0;100;356;100;23335;123;2860;26072
IT;10;2013;P;3589;100;;;0;100;0;;0;100;15915;100;;100;3454;100;9608;100;1427;100;1426;100;2639;100;746;100;1440;100;0;100;0;100;336;100;22143;228;4447;26362
IT;11;2013;P;4404;100;;;0;100;0;;0;100;14481;100;;100;3073;100;8585;100;1631;100;1192;100;2956;100;1516;100;997;100;0;100;0;100;360;100;21841;211;4038;25668
IT;12;2013;P;3826;100;;;0;100;0;;0;100;16317;100;;100;3752;100;9173;100;2022;100;1370;100;2561;100;1177;100;937;100;0;100;0;100;365;100;22704;206;3574;26072
IT;1;2012;P;2402;100;;;1187;100;1215;;0;100;19511;100;;100;3819;100;11347;100;2930;100;1416;100;2588;100;1328;100;801;100;0;100;0;100;392;100;24501;265;4188;28424
IT;2;2012;P;2104;100;;;1008;100;1096;;0;100;20707;100;;100;4745;100;11891;100;2145;100;1926;100;2463;100;1175;100;876;100;0;100;0;100;400;100;25274;205;2902;27971
IT;3;2012;P;2263;100;;;1298;100;965;;0;100;17743;100;;100;4378;100;10112;100;1515;100;1738;100;3253;100;1170;100;1646;100;0;100;0;100;360;100;23259;218;4596;27637
IT;4;2012;P;3008;100;;;1735;100;1273;;0;100;15236;100;;100;3677;100;8706;100;1271;100;1581;100;3360;100;1354;100;1569;100;0;100;0;100;318;100;21604;252;3696;25048
IT;5;2012;P;4912;100;;;2807;100;2105;;0;100;14990;100;0;100;3590;100;8596;100;1597;100;1207;100;3494;100;1050;100;2001;100;0;100;0;100;330;100;23396;236;3289;26449
IT;6;2012;P;5162;100;;;2791;100;2371;;0;100;16360;100;;100;3670;100;9454;100;1674;100;1562;100;3384;100;738;100;2213;100;0;100;0;100;404;100;24906;211;3282;27977
IT;7;2012;P;4720;100;;;2380;100;2340;;0;100;19560;100;;100;4053;100;11273;100;2409;100;1826;100;3754;100;892;100;2421;100;0;100;0;100;479;100;28034;269;3190;30955
IT;8;2012;P;3717;100;;;1958;100;1759;;0;100;18143;100;;100;3864;100;10325;100;2238;100;1716;100;3449;100;653;100;2352;100;0;100;0;100;377;100;25309;226;1923;27006
IT;9;2012;P;3257;100;;;1775;100;1482;;0;100;17505;100;;100;3880;100;10149;100;1910;100;1566;100;3076;100;883;100;1761;100;0;100;0;100;362;100;23838;203;3140;26775
IT;10;2012;P;3512;100;;;1365;100;2147;;0;100;16383;100;;100;3554;100;9891;100;1470;100;1468;100;2771;100;917;100;1407;100;0;100;0;100;349;100;22666;167;4614;27113
IT;11;2012;P;4477;100;;;2261;100;2216;;0;100;14789;100;0;100;3139;100;8768;100;1664;100;1217;100;2565;100;1310;100;853;100;0;100;0;100;351;100;21831;216;4577;26192
IT;12;2012;P;3722;100;;;1985;100;1737;;0;100;16312;100;0;100;3752;100;9173;100;2016;100;1371;100;3067;100;1865;100;737;100;0;100;0;100;380;100;23101;223;3790;26668
IT;1;2011;D;3960;100;0;100;0;100;;100;0;100;19816;100;;100;3892;100;11532;100;2940;100;1452;100;1200;100;580;;166;100;;;0;100;368;100;24976;289;3901;28588
IT;2;2011;D;3033;100;0;100;0;100;;100;0;100;18421;100;;100;4285;100;10565;100;1931;100;1640;100;1540;100;847;;278;100;;;0;100;338;100;22994;185;4093;26902
IT;3;2011;D;3575;100;0;100;0;100;;100;0;100;19458;100;;100;4849;100;11106;100;1678;100;1825;100;1951;100;1044;;456;100;;;0;100;367;100;24984;205;4049;28828
IT;4;2011;D;4125;100;0;100;0;100;;100;0;100;15938;100;;100;3923;100;9250;100;1545;100;1220;100;1974;100;849;;684;100;;;0;100;323;100;22037;202;3940;25775
IT;5;2011;D;4767;100;0;100;0;100;;100;0;100;17161;100;;100;4253;100;9882;100;1691;100;1335;100;2234;100;774;;1000;100;;;0;100;317;100;24162;179;3451;27434
IT;6;2011;D;5469;100;0;100;0;100;;100;0;100;17089;100;;100;3687;100;9994;100;1782;100;1626;100;2256;100;666;;1149;100;;;0;100;351;100;24814;172;3349;27991
IT;7;2011;D;4794;100;0;100;0;100;;100;0;100;19119;100;;100;3987;100;11100;100;2371;100;1661;100;2626;100;774;;1405;100;;;0;100;443;100;26539;266;3949;30222
IT;8;2011;D;3955;100;0;100;0;100;;100;0;100;17696;100;;100;3643;100;10327;100;2109;100;1617;100;2449;100;506;;1501;100;;;0;100;331;100;24100;131;2611;26580
IT;9;2011;D;3921;100;0;100;0;100;;100;0;100;20050;100;;100;4369;100;11768;100;2151;100;1762;100;2418;100;588;;1402;100;;;0;100;382;100;26389;162;2978;29205
IT;10;2011;D;3166;100;0;100;0;100;;100;0;100;17621;100;;100;3755;100;10764;100;1552;100;1550;100;2524;100;913;;1166;100;;;0;100;348;100;23311;248;4761;27824
IT;11;2011;D;3646;100;0;100;0;100;;100;0;100;17839;100;;100;3690;100;10759;100;1958;100;1432;100;1924;100;690;;802;100;;;0;100;357;100;23409;255;4508;27662
IT;12;2011;D;2791;100;0;100;0;100;;100;0;100;18249;100;;100;4088;100;10464;100;2204;100;1493;100;2662;100;1545;;661;100;;;0;100;360;100;23702;246;4173;27629
IT;1;2010;D;4055;100;0;;0;;;;0;100;19808;100;;;2646;;14444;;623;;2095;;1378;100;898;;48;;;;0;100;391;100;25241;529;3452;28164
IT;2;2010;D;3496;100;0;;0;;;;0;100;18341;100;;;3084;;11686;;1220;;2351;;1404;100;939;;70;;;;0;100;366;100;23241;413;3929;26757
IT;3;2010;D;4026;100;0;100;0;100;;100;0;100;19142;100;;100;3468;100;12204;100;1049;100;2421;100;1337;100;790;;120;100;;;0;100;376;100;24505;442;4399;28462
IT;4;2010;D;4253;100;0;100;0;100;;100;0;100;16784;100;;100;2972;100;10703;100;899;100;2210;100;1128;100;539;;161;100;;;0;100;0;100;22165;398;3883;25650
IT;5;2010;D;6024;100;0;100;0;100;;100;0;100;15957;100;;100;2803;100;10199;100;1092;100;1863;100;1409;100;791;;179;100;;;0;100;340;100;23390;456;3567;26501
IT;6;2010;D;6117;100;0;100;0;100;;100;0;100;16537;100;;100;2723;100;10573;100;1087;100;2154;100;1197;100;585;;211;100;;;0;100;388;100;23851;408;3802;27245
IT;7;2010;D;5238;100;0;100;0;100;;100;0;100;20981;100;;100;3190;100;12293;100;1659;100;2839;100;1072;100;417;;247;100;;;0;100;520;100;27291;273;4472;31490
IT;8;2010;D;4175;100;0;100;0;100;;100;0;100;16974;100;;100;2653;100;10656;100;1345;100;2320;100;1156;100;512;;244;100;;;0;100;326;100;22305;258;2817;24864
IT;9;2010;D;3723;100;0;100;0;100;;100;0;100;18984;100;;100;3089;100;12162;100;1330;100;2403;100;1272;100;661;;205;100;;;0;100;368;100;23979;255;3452;27176
IT;10;2010;D;3713;100;0;100;0;100;;100;0;100;19286;100;;100;3071;100;12797;100;1110;100;2308;100;1335;100;742;;164;100;;;0;100;367;100;24334;276;3747;27805
IT;11;2010;D;4517;100;0;100;0;100;;100;0;100;17999;100;;100;2804;100;11722;100;1302;100;2171;100;1575;100;1028;;117;100;;;0;100;391;100;24091;367;3888;27612
IT;12;2010;D;4461;100;0;100;0;100;;100;0;100;20145;100;;100;3401;100;12597;100;1602;100;2545;100;1707;100;1145;;109;100;;;0;100;423;100;26313;376;2792;28729
LT;1;2013;P;103;100;;;45;100;58;;0;100;272;100;;100;;100;42;100;10;100;221;100;75;100;51;100;0;100;24;100;0;100;31;100;450;81;670;1039
LT;2;2013;P;77;100;;;46;100;32;;0;100;223;100;;100;;100;29;100;9;100;185;100;60;100;39;100;0;100;21;100;0;100;20;100;360;50;572;882
LT;3;2013;P;79;100;;;42;100;37;;0;100;262;100;;100;;100;27;100;10;100;225;100;89;100;64;100;2;100;23;100;0;100;18;100;430;48;567;949
LT;4;2013;P;126;100;;;67;100;59;;0;100;167;100;;100;;100;41;100;10;100;117;100;90;100;55;100;3;100;32;100;0;100;21;100;383;81;544;846
LT;5;2013;P;110;100;;;65;100;45;;0;100;63;100;;100;;100;1;100;5;100;57;100;60;100;31;100;5;100;24;100;0;100;20;100;233;66;663;830
LT;6;2013;P;100;100;;;45;100;55;;0;100;80;100;;100;;100;0;100;6;100;75;100;57;100;26;100;7;100;24;100;0;100;20;100;237;76;639;800
LT;7;2013;P;69;100;;;30;100;40;;0;100;179;100;0;100;0;100;0;100;0;100;179;100;72;100;37;100;8;100;27;100;0;100;19;100;320;52;555;823
