siec,unit,geo\time	2022M04 	2022M03 	2022M02 	2022M01 	2021M12 	2021M11 	2021M10 	2021M09 	2021M08 	2021M07 	2021M06 	2021M05 	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
RA410,GWH,RS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,SE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,SI	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,SK	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,TR	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,UA	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA410,GWH,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,AL	: 	3.626 	2.881 	2.482 	1.812 	1.615 	3.024 	3.754 	4.588 	4.844 	4.724 	4.674 	3.708 	3.779 	2.488 	1.734 	1.503 	2.110 	2.331 	2.850 	3.658 	3.931 	3.668 	3.252 	2.980 	2.591 	1.881 	1.510 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,AT	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,BA	: 	: 	3.000 	2.000 	2.440 	3.580 	4.200 	4.320 	4.730 	5.420 	4.470 	4.120 	4.000 	4.160 	2.770 	1.320 	1.810 	2.650 	2.490 	3.200 	3.500 	3.000 	3.050 	2.980 	3.140 	2.970 	1.980 	1.320 	0.870 	1.080 	1.770 	2.280 	2.640 	2.820 	2.400 	2.440 	2.000 	2.000 	1.000 	1.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,BE	: 	: 	258.073 	115.547 	73.523 	144.750 	316.816 	549.821 	598.244 	690.047 	757.215 	728.500 	689.913 	514.630 	247.479 	99.861 	75.139 	145.172 	208.182 	458.606 	574.760 	633.201 	667.902 	790.128 	671.799 	446.082 	160.311 	94.421 	71.218 	117.560 	196.410 	359.389 	444.198 	476.767 	503.737 	450.647 	414.213 	243.986 	190.573 	60.378 	56.604 	110.603 	242.096 	280.978 	422.041 	555.183 	463.698 	516.850 	364.096 	227.804 	194.585 	54.441 	32.536 	84.311 	163.664 	262.056 	335.085 	396.685 	431.949 	412.200 	338.360 	257.506 	93.926 	79.729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,BG	: 	: 	108.734 	90.329 	55.529 	70.750 	98.263 	140.316 	185.531 	191.896 	154.233 	172.897 	143.820 	121.411 	90.674 	61.798 	34.477 	78.141 	110.722 	151.778 	168.760 	177.397 	155.494 	151.251 	155.501 	115.196 	94.662 	85.037 	58.053 	50.317 	122.407 	139.166 	171.928 	165.581 	157.210 	150.771 	131.156 	139.382 	83.937 	54.381 	43.249 	40.998 	96.200 	118.544 	147.720 	131.200 	125.418 	140.483 	60.618 	34.282 	44.287 	61.027 	37.579 	36.325 	97.187 	119.091 	165.721 	164.068 	157.680 	152.177 	144.976 	118.670 	88.432 	42.403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,CY	: 	: 	32.475 e	28.017 e	22.085 e	33.352 e	42.538 e	48.972 e	50.441 e	52.685 e	48.519 e	51.976 e	36.655 e	35.664 e	28.677 e	22.335 e	20.865 e	22.307 e	29.491 e	34.278 e	35.897 e	36.129 e	33.559 e	33.257 e	26.694 e	23.188 e	15.338 e	13.872 e	13.503 e	17.510 e	18.469 e	23.976 e	22.116 e	21.708 e	19.081 e	19.817 e	16.509 e	16.152 e	13.482 e	13.217 e	12.846 e	14.451 e	16.319 e	18.402 e	18.457 e	19.243 e	17.950 e	17.571 e	16.266 e	14.755 	11.474 e	12.595 e	11.711 e	13.350 e	14.465 e	17.353 e	16.739 e	16.728 e	14.755 e	14.132 e	11.472 e	11.185 e	9.385 e	9.380 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,CZ	: 	: 	121.835 	58.583 	33.848 	55.962 	187.035 	217.153 	233.360 	288.993 	319.103 	250.296 	234.145 	184.415 	84.711 	43.293 	33.784 	59.491 	107.188 	220.844 	263.533 	294.377 	241.721 	279.489 	323.091 	226.554 	101.672 	61.141 	50.558 	55.116 	160.520 	217.655 	267.155 	294.173 	329.932 	232.596 	273.940 	191.473 	136.563 	51.809 	31.178 	72.411 	172.964 	239.691 	293.564 	303.516 	273.416 	321.922 	292.309 	156.963 	114.294 	45.417 	41.207 	58.466 	127.593 	161.063 	285.666 	284.573 	325.320 	308.554 	210.039 	199.690 	100.423 	61.291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,DE	: 	: 	2466.000 e	1065.000 e	788.000 e	1223.000 e	3538.000 e	5278.000 e	5805.000 e	6863.000 e	7831.000 e	6505.000 e	6028.000 e	4514.000 e	2178.000 e	670.000 e	753.000 e	1669.000 e	2420.000 e	5081.000 e	5981.000 e	6912.000 e	6248.000 e	6728.000 e	6930.000 e	4400.000 e	1817.000 e	1191.000 e	1007.000 e	1048.000 e	2652.000 e	4233.000 e	5711.000 e	6209.000 e	6991.000 e	5430.000 e	5548.000 e	3266.000 e	1991.000 e	809.000 e	591.000 e	1317.000 e	3089.000 e	4577.000 e	5830.000 e	6935.000 e	6000.000 e	6667.000 e	5435.000 e	2946.000 e	2000.000 e	797.000 e	552.000 e	978.000 e	2380.000 e	3439.000 e	5140.000 e	5456.000 e	5973.000 e	5117.000 e	4304.000 e	3511.000 e	1609.000 e	867.000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,DK	: 	179.259 	56.258 	25.530 	10.614 	26.964 	73.598 	118.112 	167.166 	187.591 	204.586 	157.085 	171.783 	103.110 	41.992 	15.915 	7.130 	24.097 	57.085 	110.238 	159.579 	152.642 	181.399 	186.340 	155.038 	104.140 	30.077 	13.319 	11.524 	13.827 	45.690 	79.495 	119.012 	140.179 	147.579 	136.491 	141.923 	73.214 	38.243 	16.092 	8.541 	18.156 	57.175 	80.943 	109.299 	161.098 	152.738 	166.635 	104.540 	50.122 	32.964 	10.762 	12.727 	26.103 	49.811 	74.457 	96.763 	108.456 	113.024 	123.899 	91.062 	58.585 	20.138 	13.756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,EA19	: 	: 	8365.725 	5652.858 	4027.952 	5133.081 	10011.549 	13617.809 	16003.387 	17697.011 	18558.287 	16876.464 	14613.488 	12055.687 	6519.655 	3616.617 	3143.657 	5203.728 	7580.343 	12241.107 	14889.271 	16613.720 	15312.646 	15882.335 	14652.111 	10306.271 	6177.135 	4210.002 	3361.842 	3437.465 	7032.882 	10073.891 	12920.185 	13582.625 	14294.447 	11754.100 	11063.808 	8611.523 	5795.394 	3246.217 	2753.772 	3560.485 	6831.689 	9748.989 	11867.704 	13606.115 	12264.573 	12578.815 	10758.259 	6855.054 	4738.907 	3032.180 	2581.315 	3489.003 	6456.735 	8253.045 	11205.001 	11817.204 	12089.116 	11095.657 	9710.912 	8153.891 	4133.871 	3153.114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,EE	: 	: 	10.465 	2.500 	0.869 	5.878 	21.429 	32.930 	38.423 	60.070 	59.168 	37.519 	29.800 	14.700 	3.600 	0.364 	0.706 	2.077 	7.060 	12.300 	17.404 	18.375 	18.397 	18.291 	12.492 	8.500 	2.252 	0.824 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,EL	: 	475.768 	357.314 	353.584 	280.132 	271.944 	369.208 	502.149 	589.863 	596.912 	545.297 	558.628 	443.617 	404.103 	302.227 	241.586 	195.285 	270.046 	377.592 	427.277 	485.600 	494.231 	455.195 	444.222 	368.731 	333.187 	283.727 	258.146 	190.853 	220.165 	348.757 	402.858 	466.295 	439.072 	414.356 	393.534 	329.817 	348.990 	222.297 	184.185 	201.605 	210.902 	307.912 	376.285 	427.731 	429.935 	385.556 	375.218 	374.607 	296.951 	180.173 	225.163 	210.641 	228.947 	356.028 	387.551 	447.512 	444.556 	415.246 	397.100 	384.846 	326.041 	218.153 	175.852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,ES	: 	: 	1681.169 	1547.353 	1016.576 	1327.914 	1764.153 	1905.867 	2377.695 	2614.241 	2322.062 	2384.886 	1662.309 	1686.822 	972.948 	846.544 	734.484 	805.732 	1303.467 	1452.670 	1807.175 	1894.208 	1785.117 	1625.639 	1143.097 	1050.297 	967.384 	620.379 	510.502 	522.344 	787.711 	851.110 	1003.134 	995.431 	927.815 	931.739 	696.522 	804.516 	626.838 	501.506 	426.465 	374.693 	567.117 	715.448 	841.118 	929.384 	813.586 	810.207 	697.332 	587.196 	508.148 	442.296 	429.628 	536.575 	676.046 	774.413 	839.835 	944.079 	889.158 	865.664 	838.096 	711.960 	442.030 	470.872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,EU27_2020	: 	: 	9340.554 	6226.311 	4347.836 	5687.892 	11257.276 	15198.167 	17854.493 	19828.288 	20786.010 	18667.169 	16163.317 	13260.153 	7140.271 	3929.536 	3351.981 	5574.137 	8244.209 	13422.857 	16279.813 	18037.320 	16563.504 	17163.193 	16058.565 	11280.188 	6683.204 	4537.438 	3619.684 	3701.977 	7707.572 	10915.466 	13977.599 	14672.639 	15447.971 	12648.081 	11989.563 	9359.103 	6260.837 	3452.370 	2906.955 	3806.531 	7401.926 	10487.855 	12773.339 	14523.896 	13120.355 	13558.511 	11530.794 	7258.049 	5017.853 	3241.005 	2745.662 	3691.807 	6923.766 	8833.349 	12056.906 	12683.268 	12995.316 	11960.878 	10396.980 	8744.436 	4463.205 	3354.139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,FI	43.000 e	26.000 e	6.000 e	2.000 e	1.000 e	3.000 e	10.000 e	28.000 e	49.521 e	55.594 e	75.454 e	75.000 e	36.612 e	17.954 e	6.555 e	1.401 e	1.000 e	3.000 e	9.898 e	25.167 e	48.484 e	53.263 e	66.458 e	49.634 e	28.750 e	16.348 e	5.971 e	1.512 e	1.000 e	2.000 e	6.000 e	16.000 e	29.000 e	38.000 e	32.000 e	24.000 e	20.000 e	8.000 e	2.000 e	1.000 e	0.000 	2.000 e	7.000 e	7.000 e	14.000 e	20.000 e	14.000 e	13.000 e	7.000 e	3.000 e	1.000 e	1.000 e	2.000 e	2.000 e	2.000 e	2.000 e	2.000 e	3.000 e	3.000 e	2.000 e	2.000 e	1.000 	1.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,FR	: 	1337.975 e	1023.688 e	775.069 e	582.083 e	698.335 e	1242.345 e	1457.628 e	1746.172 e	1717.497 e	1677.541 e	1618.195 e	1582.687 e	1297.335 e	671.903 e	475.012 e	370.651 e	697.500 e	807.473 e	1271.457 e	1555.614 e	1744.124 e	1557.021 e	1632.945 e	1348.232 e	1098.528 e	781.089 e	524.905 e	432.809 e	388.059 e	752.317 e	1144.590 e	1332.485 e	1336.221 e	1289.797 e	1207.080 e	984.618 e	1012.242 e	740.267 e	423.906 e	396.984 e	407.042 e	683.180 e	999.323 e	1169.013 e	1265.102 e	1169.154 e	1060.619 e	939.371 e	745.362 e	492.002 e	324.326 e	295.274 	400.854 	652.416 	792.630 	1000.366 	1059.671 	1049.305 	1015.614 	930.993 	678.398 	412.924 	317.835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,GE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,HR	: 	7.485 	4.318 	3.354 	2.293 	2.318 	4.975 	8.178 	8.848 	9.535 	10.461 	8.354 	6.783 	6.923 	3.932 	2.045 	1.239 	2.346 	4.566 	7.280 	8.470 	9.667 	8.440 	8.417 	9.361 	6.308 	4.288 	2.887 	1.957 	2.171 	5.399 	6.702 	9.206 	9.810 	10.153 	6.847 	6.956 	6.756 	4.454 	2.022 	1.849 	2.410 	5.211 	7.204 	9.008 	9.200 	8.398 	9.386 	8.239 	4.086 	1.807 	2.395 	2.293 	2.445 	5.495 	5.303 	9.521 	10.295 	9.625 	9.247 	7.207 	6.912 	3.465 	2.188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,HU	: 	: 	280.054 e	193.246 e	112.185 e	164.622 e	331.822 e	388.018 e	443.313 e	491.159 e	526.597 e	395.191 e	324.875 e	315.500 e	171.853 e	95.869 e	49.594 e	78.326 e	159.052 e	271.759 e	306.640 e	302.545 e	251.646 e	259.595 e	295.809 e	195.092 e	126.785 e	59.767 e	46.916 e	55.290 e	136.457 e	153.158 e	179.264 e	176.913 e	176.213 e	113.519 e	123.582 e	112.972 e	70.653 e	29.378 e	19.793 e	34.388 e	59.876 e	76.180 e	79.860 e	75.555 e	62.892 e	69.707 e	57.406 e	27.647 e	15.895 e	15.059 e	11.841 e	14.726 e	31.486 e	30.594 e	48.073 e	46.359 e	40.348 e	38.064 e	28.849 e	30.188 e	13.301 e	8.931 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,IE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,IS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,IT	: 	: 	1710.000 	1280.000 	913.000 	930.000 	1788.000 	2343.000 	2928.000 	2944.000 	3003.000 	2998.000 	2425.000 	2415.000 	1467.000 	914.000 	738.000 	1200.000 	1831.000 	2353.000 	2859.000 	3215.000 	2861.000 	2801.000 	2704.000 	2025.000 	1740.000 	1263.000 	923.000 	876.000 	1814.000 	2311.000 	2873.000 	2946.000 	2958.000 	2312.000 	2203.000 	2380.000 	1661.000 	1069.000 	911.000 	934.000 	1607.000 	2351.000 	2688.000 	2968.000 	2794.000 	2437.000 	2428.000 	1688.000 	1052.000 	1029.000 	932.000 	1074.000 	1918.000 	2195.000 	2920.000 	3023.000 	2845.000 	2816.000 	2492.000 	2322.000 	1193.000 	1081.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,LT	: 	: 	2.682 	1.139 	0.440 	1.447 	5.212 	6.648 	7.343 	11.239 	12.026 	9.721 	7.590 	5.498 	2.781 	0.370 	0.615 	1.168 	3.105 	7.670 	9.424 	10.107 	10.398 	10.930 	9.319 	6.883 	2.580 	1.020 	0.678 	0.950 	3.800 	6.800 	9.600 	10.261 	12.339 	9.631 	11.468 	5.379 	2.882 	0.512 	0.393 	1.306 	5.768 	7.867 	9.960 	10.111 	11.663 	13.658 	9.520 	6.546 	2.316 	0.906 	0.581 	1.089 	2.954 	5.596 	9.050 	9.413 	9.643 	11.641 	7.366 	5.185 	2.182 	0.820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,LU	: 	: 	5.990 e	2.582 e	3.813 e	8.702 e	10.568 e	24.740 e	31.012 e	36.516 e	37.229 e	33.887 e	29.765 e	18.128 e	6.575 e	3.383 e	4.574 e	3.746 e	9.753 e	17.415 e	22.238 e	27.357 e	22.758 e	27.195 e	22.830 e	13.282 e	4.083 e	2.798 e	2.046 e	2.229 e	5.256 e	10.734 e	14.001 e	16.998 e	17.283 e	14.973 e	12.414 e	8.529 e	6.117 e	1.845 e	1.680 e	3.132 e	7.203 e	11.493 e	14.352 e	17.412 e	15.084 e	16.347 e	12.153 e	6.366 e	4.866 e	1.605 e	2.000 e	2.382 	5.652 e	9.111 e	11.304 e	14.619 e	15.897 e	15.177 e	12.852 e	8.925 e	3.378 e	2.019 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,LV	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,MD	: 	: 	0.011 	0.004 	0.000 	0.001 	0.002 	0.003 	0.006 	0.006 	0.005 	0.007 	0.004 	0.003 	0.001 	0.001 	0.000 	0.001 	0.002 	0.005 	0.009 	0.016 	0.015 	0.012 	0.015 	0.010 	0.005 e	0.004 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,MK	: 	: 	1.671 	1.601 	1.039 	1.212 	1.836 	2.036 	2.626 	2.704 	2.604 	2.534 	2.198 	2.175 	1.641 	1.080 	0.647 	1.397 	1.896 	2.269 	2.565 	2.833 	2.519 	2.452 	2.289 	1.756 	1.693 	1.221 	0.714 	0.888 	2.049 	2.341 	2.801 	2.734 	2.613 	2.304 	2.145 	2.417 	1.484 	0.737 	1.019 	1.057 	1.958 	2.418 	2.544 	2.633 	2.273 	2.546 	2.488 	1.722 	0.917 	1.213 	1.025 	1.103 	2.168 	2.092 	2.762 	2.832 	2.675 	2.513 	2.400 	2.060 	1.367 	0.754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA420,GWH,MT	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	11.725 	13.308 	18.091 	19.739 	25.662 	27.313 	27.979 	25.793 	20.978 	17.003 	15.467 	11.187 	9.667 	10.716 	14.136 	17.239 	21.094 	23.004 	22.522 	21.169 	17.547 	16.187 	11.285 	9.845 	9.586 	9.287 	11.695 	14.293 	17.443 	19.460 	19.662 	18.925 	17.067 	16.618 	8.539 	9.333 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
