siec,plant_tec,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
RA110,CAP_NET_ELC,MW,EU27_2020	105123.803 	104814.920 	104406.595 	104228.647 	103806.204 	103145.412 	101491.320 	101634.474 	101704.811 	101573.492 	100456.858 	99733.125 	99032.585 	98797.741 	98043.648 	98236.509 	97894.964 	97001.838 	96240.838 	95917.838 	95750.220 	94854.920 	94088.920 	94196.920 	92703.920 	92252.920 	90249.920 	89719.560 	88953.560 	88136.560 	87816.560 
RA110,CAP_NET_ELC,MW,FI	3164.000 	3157.000 	3152.000 	3156.000 	3133.000 	3133.000 	3132.000 	3108.000 	3080.000 	3080.000 	3039.000 	3029.000 	3006.000 	3102.000 	3062.000 	3035.000 	2999.000 	2966.000 	2964.000 	2926.000 	2882.000 	2881.000 	2881.000 	2861.000 	2785.000 	2777.000 	2736.000 	2731.000 	2679.000 	2648.000 	2621.000 
RA110,CAP_NET_ELC,MW,FR	18835.105 	18646.655 	18580.437 	18561.310 	18486.328 	18415.539 	18392.200 	18379.767 	18387.756 	18372.527 	18156.000 	18009.000 	17922.000 	17832.000 	17820.000 	17808.000 	17812.000 	17927.000 	17775.000 	17674.000 	17646.000 	17948.000 	18023.000 	18018.000 	17999.000 	17898.000 	17902.000 	17836.000 	17766.000 	17655.000 	17717.000 
RA110,CAP_NET_ELC,MW,GE	2727.411 	2583.000 	2695.000 	2723.000 	2430.000 	2378.000 	2380.000 	2705.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110,CAP_NET_ELC,MW,HR	1924.100 	1924.300 	1924.100 	1911.600 	1910.800 	1913.800 	1898.800 	1897.000 	1848.000 	1848.000 	1848.000 	1799.000 	1782.000 	1782.000 	1784.000 	1784.000 	1790.000 	1783.000 	1775.000 	1788.000 	1788.000 	1788.000 	1788.000 	1788.000 	1788.000 	1788.000 	1785.000 	1785.000 	1782.000 	1782.000 	1782.000 
RA110,CAP_NET_ELC,MW,HU	58.000 	58.000 	57.000 	57.000 	57.000 	57.000 	57.000 	57.000 	56.000 	55.000 	53.000 	53.000 	51.000 	49.000 	49.000 	49.000 	49.000 	54.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 
RA110,CAP_NET_ELC,MW,IE	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	237.000 	234.000 	234.000 	234.000 	234.000 	234.000 	240.000 	240.000 	240.000 	238.000 	236.000 	236.000 	233.000 	233.000 	232.000 	227.000 	227.000 	226.000 	226.000 	226.000 	223.000 
RA110,CAP_NET_ELC,MW,IS	2114.419 	2104.459 	2098.722 	1994.747 	1987.000 	1987.000 	1984.000 	1984.000 	1877.000 	1884.000 	1883.000 	1875.000 	1879.000 	1758.000 	1163.000 	1163.000 	1163.000 	1155.000 	1155.000 	1109.000 	1064.000 	1016.000 	956.000 	923.000 	884.000 	884.000 	884.000 	879.000 	879.000 	779.000 	756.000 
RA110,CAP_NET_ELC,MW,IT	15443.003 	15297.097 	15181.605 	15109.033 	14991.000 	14628.000 	14506.000 	14454.000 	14325.000 	14193.000 	13976.000 	13827.000 	13732.000 	13573.000 	13528.000 	13890.000 	13789.000 	13703.000 	13557.000 	13456.000 	13389.000 	13417.000 	13058.000 	13060.000 	12999.000 	12964.000 	12864.000 	12788.000 	12718.000 	12692.000 	12582.000 
RA110,CAP_NET_ELC,MW,LI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110,CAP_NET_ELC,MW,LT	117.000 	117.000 	117.000 	117.000 	117.000 	117.000 	117.000 	116.000 	116.000 	116.000 	116.000 	116.000 	115.000 	115.000 	117.000 	117.000 	110.000 	109.000 	103.000 	103.000 	103.000 	100.000 	98.000 	98.000 	95.000 	95.000 	95.000 	95.000 	95.000 	95.000 	95.000 
RA110,CAP_NET_ELC,MW,LU	34.527 	34.473 	34.473 	34.545 	34.318 	34.266 	34.308 	34.308 	34.308 	34.308 	34.308 	34.192 	34.132 	34.132 	34.132 	34.077 	34.044 	33.918 	33.918 	33.918 	33.300 	33.000 	33.000 	33.000 	33.000 	33.000 	33.000 	33.000 	33.000 	33.000 	33.000 
RA110,CAP_NET_ELC,MW,LV	1586.276 	1586.690 	1564.985 	1564.318 	1564.197 	1587.694 	1587.801 	1586.617 	1576.000 	1576.000 	1576.000 	1536.000 	1536.000 	1536.000 	1536.000 	1536.000 	1536.000 	1537.000 	1529.000 	1523.000 	1513.000 	1511.000 	1522.000 	1520.000 	1520.000 	1507.000 	1504.000 	1503.000 	1487.000 	1487.000 	1487.000 
RA110,CAP_NET_ELC,MW,MD	16.300 	16.300 	16.300 	16.000 	16.000 	16.000 	16.000 	16.000 	16.000 	16.000 	16.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110,CAP_NET_ELC,MW,ME	696.685 	676.243 	675.607 	674.812 	668.156 	661.923 	652.688 	629.844 	629.000 	629.000 	629.000 	629.000 	629.000 	629.000 	629.000 	629.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110,CAP_NET_ELC,MW,MK	683.760 	678.189 	674.162 	670.705 	661.132 	658.000 	630.000 	617.000 	595.000 	556.000 	555.000 	553.000 	552.000 	546.000 	545.000 	544.000 	544.000 	444.000 	443.000 	443.000 	443.000 	433.000 	433.000 	433.000 	428.000 	423.000 	423.000 	418.000 	418.000 	417.000 	417.000 
RA110,CAP_NET_ELC,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110,CAP_NET_ELC,MW,NL	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 	37.000 
RA110,CAP_NET_ELC,MW,NO	32285.300 	31387.000 	31120.000 	30382.000 	30281.000 	29939.000 	29889.000 	29682.000 	29158.000 	28618.000 	28367.000 	28188.000 	28062.000 	27647.000 	27398.000 	27222.000 	26721.000 	26947.000 	26604.000 	26319.000 	26766.000 	27215.000 	26978.000 	27327.000 	27494.000 	27379.000 	26215.000 	25801.000 	25838.000 	25822.000 	25817.000 
RA110,CAP_NET_ELC,MW,PL	600.652 	598.062 	592.318 	591.109 	596.000 	588.000 	582.000 	573.000 	569.000 	564.000 	560.000 	556.000 	553.000 	546.000 	549.000 	542.000 	535.000 	524.000 	517.000 	517.000 	509.000 	505.000 	501.000 	495.000 	492.000 	482.000 	489.000 	475.000 	468.000 	467.000 	467.000 
RA110,CAP_NET_ELC,MW,PT	4476.406 	4497.585 	4471.433 	4461.522 	4458.300 	4446.000 	4368.000 	4362.900 	4413.900 	4490.300 	4057.100 	4042.100 	4009.100 	4012.100 	4004.100 	3968.100 	3974.000 	3966.000 	3966.000 	3943.000 	3918.000 	3908.000 	3886.000 	3881.000 	3875.000 	3858.000 	3609.000 	3557.000 	3104.000 	2748.000 	2763.000 
RA110,CAP_NET_ELC,MW,RO	6281.632 	6316.454 	6341.539 	6328.140 	6377.000 	6359.000 	6256.000 	6249.000 	6456.000 	6391.000 	6382.000 	6358.000 	6362.000 	6331.000 	6282.000 	6289.000 	6278.000 	6248.000 	6242.000 	6122.000 	6120.000 	6082.000 	6081.000 	6074.000 	6038.000 	5998.000 	5938.000 	5872.000 	5687.000 	5687.000 	5687.000 
RA110,CAP_NET_ELC,MW,RS	2339.300 	2331.000 	2300.000 	2295.000 	2416.000 	2408.000 	2403.000 	2317.000 	2351.530 	2321.997 	2293.206 	2274.879 	2272.879 	2272.879 	2272.879 	2272.879 	2272.879 	2272.879 	2272.879 	2272.879 	2272.723 	2272.723 	2272.723 	2272.723 	2272.723 	2272.723 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110,CAP_NET_ELC,MW,SE	16307.000 	16363.000 	16332.000 	16403.000 	16367.000 	16230.000 	15897.000 	16395.000 	16315.000 	16478.000 	16624.000 	16544.000 	16352.000 	16592.000 	16234.000 	16302.000 	16302.000 	16098.000 	16187.000 	16523.000 	16506.000 	16432.000 	16169.000 	16371.000 	15776.000 	15725.000 	16072.000 	15867.000 	16021.000 	15891.000 	15904.000 
RA110,CAP_NET_ELC,MW,SI	1171.863 	1170.716 	1163.425 	1166.629 	1113.000 	1115.000 	1116.000 	1119.000 	1074.000 	1073.000 	1074.000 	1070.000 	1027.000 	1018.000 	1009.000 	979.000 	974.000 	974.000 	949.000 	906.000 	843.000 	815.000 	810.000 	734.000 	734.000 	757.000 	755.000 	755.000 	755.000 	755.000 	755.000 
RA110,CAP_NET_ELC,MW,SK	1613.000 	1611.000 	1612.000 	1607.000 	1608.000 	1606.000 	1607.000 	1607.000 	1606.000 	1607.000 	1600.000 	1571.000 	1632.000 	1599.000 	1597.000 	1596.000 	1602.000 	1588.000 	1586.000 	1586.000 	1685.000 	1684.000 	1682.000 	1664.000 	1655.000 	1525.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110,CAP_NET_ELC,MW,TR	30983.901 	28503.008 	28291.392 	27273.100 	26681.000 	25868.000 	23643.000 	22289.000 	19609.000 	17137.000 	15831.000 	14553.000 	13829.000 	13395.000 	13063.000 	12906.000 	12645.000 	12579.000 	12241.000 	11673.000 	11175.000 	10537.000 	10307.000 	10102.000 	9935.000 	9863.000 	9865.000 	9682.000 	8379.000 	7114.000 	6764.000 
RA110,CAP_NET_ELC,MW,UA	4820.000 	4816.000 	4734.000 	4704.000 	4658.000 	4697.000 	4665.000 	4627.000 	4608.000 	4607.000 	5458.000 	5421.000 	5083.000 	5056.000 	4920.000 	4740.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110,CAP_NET_ELC,MW,UK	: 	1873.000 	1873.000 	1870.000 	1833.000 	1776.974 	1730.000 	1709.000 	1693.000 	1679.000 	1647.000 	1640.000 	1628.000 	1522.000 	1515.000 	1501.000 	1499.000 	1485.000 	1583.000 	1629.000 	1485.000 	1477.000 	1475.000 	1488.000 	1455.000 	1432.000 	1425.000 	1425.000 	1423.000 	1415.000 	1110.000 
RA110,CAP_NET_ELC,MW,XK	110.130 	85.070 	80.370 	80.370 	78.270 	43.000 	43.000 	43.000 	43.000 	43.000 	42.000 	40.000 	40.000 	40.000 	40.000 	32.000 	32.000 	32.000 	32.000 	32.000 	32.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,AT	5467.320 	5476.853 	5399.886 	5271.568 	5695.086 	5662.400 	5600.279 	5580.671 	5518.765 	5443.538 	5395.613 	5373.242 	5392.726 	5395.027 	5349.646 	5317.747 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,BA	0.000 	0.000 	74.000 	73.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,DE	3966.000 	3968.000 	3825.000 	4097.000 	4090.000 	4081.000 	4074.000 	4089.000 	4106.000 	4080.000 	3954.000 	3985.000 	3811.000 	3790.000 	3820.000 	3837.000 	3062.000 	2993.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,EA19	23402.976 	23148.702 	22767.553 	22852.926 	23007.909 	20388.315 	20176.216 	20101.921 	19929.162 	19803.928 	19176.355 	19009.450 	18715.055 	18540.140 	18208.433 	18084.836 	11960.842 	11715.736 	8653.442 	8460.963 	8115.072 	3821.920 	3810.074 	3801.036 	3795.056 	3768.270 	3537.849 	3539.077 	3458.849 	3418.281 	3433.094 
RA110ROR,CAP_NET_ELC,MW,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,ES	2528.566 	2525.641 	2520.530 	2519.958 	2520.047 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,EU27_2020	23899.276 	23640.402 	23258.053 	23341.626 	23064.909 	20445.315 	20233.216 	20158.921 	19985.162 	19858.928 	19229.355 	19062.450 	18766.055 	18589.140 	18257.433 	18133.836 	12009.842 	11769.736 	8701.442 	8508.963 	8163.072 	3869.920 	3858.074 	3849.036 	3843.056 	3816.270 	3585.849 	3587.077 	3506.849 	3466.281 	3481.094 
RA110ROR,CAP_NET_ELC,MW,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,HR	438.300 	433.700 	433.500 	431.700 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,HU	58.000 	58.000 	57.000 	57.000 	57.000 	57.000 	57.000 	57.000 	56.000 	55.000 	53.000 	53.000 	51.000 	49.000 	49.000 	49.000 	49.000 	54.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 	48.000 
RA110ROR,CAP_NET_ELC,MW,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,IT	5934.162 	5654.034 	5538.620 	5478.708 	5286.600 	5203.300 	5059.300 	4986.000 	4867.200 	4783.400 	4764.900 	4633.300 	4567.300 	4416.100 	4114.100 	4051.800 	4020.500 	3851.300 	3814.400 	3691.900 	3453.400 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,LI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,LV	1586.276 	1586.690 	1564.985 	1564.318 	1564.197 	1587.694 	1587.801 	1586.617 	1576.000 	1576.000 	1576.000 	1536.000 	1536.000 	1536.000 	1536.000 	1536.000 	1536.000 	1537.000 	1529.000 	1523.000 	1513.000 	1511.000 	1522.000 	1520.000 	1520.000 	1507.000 	1504.000 	1503.000 	1487.000 	1487.000 	1487.000 
RA110ROR,CAP_NET_ELC,MW,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA110ROR,CAP_NET_ELC,MW,MK	683.760 	678.189 	674.162 	670.705 	661.132 	658.000 	630.000 	617.000 	595.000 	556.000 	555.000 	553.000 	552.000 	546.000 	545.000 	544.000 	544.000 	444.000 	443.000 	443.000 	443.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,PT	2748.789 	2766.768 	2755.107 	2754.745 	2738.979 	2738.921 	2738.836 	2740.633 	2787.197 	2847.990 	2411.842 	2411.908 	2381.029 	2385.013 	2379.687 	2363.289 	2368.342 	2360.436 	2361.042 	2340.063 	2305.672 	2310.920 	2288.074 	2281.036 	2275.056 	2261.270 	2033.849 	2036.077 	1971.849 	1931.281 	1946.094 
RA110ROR,CAP_NET_ELC,MW,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,SI	1171.863 	1170.716 	1163.425 	1166.629 	1113.000 	1115.000 	1116.000 	1119.000 	1074.000 	1073.000 	1074.000 	1070.000 	1027.000 	1018.000 	1009.000 	979.000 	974.000 	974.000 	949.000 	906.000 	843.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,TR	8058.900 	7860.500 	7136.482 	7489.700 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,UK	: 	240.000 	237.000 	536.000 	108.000 	180.000 	65.000 	64.000 	63.000 	63.000 	61.000 	61.000 	61.000 	57.000 	57.000 	56.000 	56.000 	55.000 	59.000 	61.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA110ROR,CAP_NET_ELC,MW,XK	33.700 	33.750 	37.290 	37.290 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA120,CAP_NET_ELC,MW,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA120,CAP_NET_ELC,MW,AT	5671.300 	5673.280 	5665.280 	5644.280 	5623.390 	5193.390 	5210.627 	5111.217 	5108.217 	5033.217 	4792.517 	4618.517 	4414.517 	3964.600 	3964.600 	3964.630 	3965.000 	3938.000 	3937.000 	3937.000 	3937.000 	3937.000 	3937.000 	3937.000 	3937.000 	3936.000 	3936.000 	3919.000 	3919.000 	3919.000 	3919.000 
RA120,CAP_NET_ELC,MW,BA	420.000 	420.000 	420.000 	420.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
