Country;month;year;status;net_gen_nuclear;net_gen_nuclear_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;-> of_which_other_fossil_fuels;other_fossil_fuels_rep;net_gen_renewable;net_gen_renewable_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;-> of_which_other_renewable;other_renewable_rep;net_gen_hydro;net_gen_hydro_rep;-> of_which_renew;renew_rep;-> of_which_other_hydro;other_hydro_rep;net_gen_not_clearly;net_gen_not_clearly_rep;losses_trans;losses_trans_repr;Sum;pump;exg_saldo;consumption
GB;5;2015;P;5372;100;13745;89;0;100;5708;100;6525;100;0;100;0;100;0;100;4981;100;2142;100;0;100;0;100;0;100;671;86;338;100;239;100;0;100;404;100;24769;311;1586;26044
BA;4;2015;P;0;100;510;100;510;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;696;100;696;100;0;100;0;100;35;100;1206;0;-260;946
BA;5;2015;P;0;100;505;100;505;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;573;100;573;100;0;100;0;100;26;100;1078;0;-161;917
SE;3;2015;P;5158;100;380;100;0;100;96;100;53;100;8;100;223;100;0;100;2543;100;1498;100;0;100;1045;100;0;100;6573;100;6573;100;0;100;0;100;262;100;14654;0;-1803;12851
SE;4;2015;P;5027;100;256;100;0;100;44;100;7;100;7;100;0;100;198;100;2265;100;1404;100;0;100;861;100;0;100;5586;100;5586;100;0;100;0;100;224;100;13134;0;-2167;10967
CH;4;2015;D;2010;100;160;100;0;100;0;100;0;100;0;100;0;100;160;100;185;100;11;100;0;100;0;100;174;100;2704;100;0;100;2704;100;0;100;69;100;5059;136;93;5016
RO;4;2015;P;901;100;1533;100;1040;100;152;100;35;100;0;100;306;100;0;100;1088;100;829;100;220;100;39;100;0;100;1730;100;1730;100;0;100;0;100;103;100;5252;26;-791;4435
SK;4;2015;P;1011;100;384;100;159;100;54;100;153;100;18;100;0;100;0;100;210;100;1;100;69;100;93;100;47;100;534;100;499;100;35;100;4;100;21;100;2143;48;99;2194
SK;5;2015;P;1129;100;335;100;153;100;36;100;129;100;17;100;0;100;0;100;204;100;0;100;64;100;94;100;46;100;593;100;567;100;26;100;3;100;20;100;2264;35;-72;2157
BE;4;2015;D;1719;100;1974;100;0;100;311;100;1560;100;1;100;0;100;102;100;1159;100;309;100;393;100;283;100;174;100;108;100;33;100;75;100;16;100;313;100;4976;101;2065;6940
AT;4;2015;P;0;100;982;100;0;100;281;100;433;100;43;100;0;100;225;100;683;100;445;100;;100;;100;238;100;3200;100;2932;100;268;100;719;100;43;100;5584;383;341;5542
EE;4;2015;P;0;100;554;100;0;100;0;100;0;100;0;100;0;100;554;100;130;100;58;100;0;100;72;100;0;100;4;100;4;100;0;100;0;100;33;100;688;0;-9;679
LT;4;2015;P;0;100;147;100;0;100;0;100;121;100;0;100;6;100;20;100;114;100;71;100;8;100;35;100;0;100;91;100;42;100;49;100;0;100;19;100;352;64;585;873
FI;4;2015;P;1957;100;1215;100;0;100;476;100;481;100;16;100;242;100;0;100;1051;100;157;100;0;100;894;100;0;100;1269;100;1269;100;0;100;69;100;0;100;5561;0;1195;6756
DK;4;2015;D;0;100;943;100;0;100;622;100;315;100;6;100;0;100;0;100;1361;100;1070;100;84;100;207;100;;100;2;100;2;100;0;100;0;100;0;100;2306;0;0;2306
UA_W;5;2015;P;0;100;585;100;0;100;0;100;0;100;0;100;585;100;0;100;1;100;0;100;1;100;0;100;0;100;7;100;7;100;0;100;0;100;11;100;593;0;-291;302
CY;4;2015;P;0;100;261;100;0;100;0;100;0;100;261;100;0;100;0;100;22;100;22;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;283;0;0;283
CY;5;2015;P;0;100;298;100;0;100;0;100;0;100;298;100;0;100;0;100;16;100;16;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;314;0;0;314
CY;6;2015;P;0;100;324;100;0;100;0;100;0;100;324;100;0;100;0;100;19;100;19;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;343;0;0;343
IT;4;2015;P;0;100;11330;100;0;100;2684;100;6396;100;291;100;1959;100;0;100;5802;100;1483;100;2520;100;1315;100;484;100;3770;100;3663;100;107;100;0;100;334;100;20902;187;3454;24169
IT;5;2015;P;0;100;11565;100;0;100;2740;100;6528;100;297;100;2000;100;0;100;5763;100;1288;100;2636;100;1342;100;497;100;5229;100;5080;100;149;100;0;100;345;100;22557;193;2663;25027
DE;4;2015;P;7214;100;23946;100;11062;100;8357;100;3267;100;396;100;864;100;0;100;12362;100;4659;100;4427;100;3160;100;116;100;2347;100;1664;100;683;100;0;100;591;100;45869;674;-4306;40889
FI;5;2015;P;1505;100;888;100;0;100;329;100;343;100;14;100;202;100;0;100;954;100;172;100;0;100;782;100;0;100;1789;100;1789;100;0;100;58;100;0;100;5194;0;1074;6268
PT;5;2015;P;0;100;1700;100;0;100;1094;100;577;100;7;100;0;100;22;100;1377;100;1060;100;84;100;233;100;0;100;861;100;765;100;96;100;0;100;56;100;3938;119;120;3939
PT;6;2015;P;0;100;2259;100;0;100;1234;100;1003;100;7;100;0;100;15;100;793;100;491;100;82;100;220;100;0;100;584;100;530;100;54;100;0;100;48;100;3636;69;397;3964
ES;5;2015;P;3554;100;7567;100;226;100;2752;100;3546;100;1043;100;0;100;0;100;6836;100;4841;100;1617;100;375;100;3;100;3189;100;2893;100;296;100;112;100;224;100;21258;423;181;21016
DK;5;2015;P;0;100;616;100;0;100;398;100;216;100;2;100;0;100;0;100;1546;100;1260;100;83;100;203;100;0;100;1;100;1;100;0;100;0;100;0;100;2163;0;485;2648
HR;6;2015;P;0;100;38;100;0;100;38;100;0;100;0;100;0;100;0;100;62;100;62;100;0;100;0;100;0;100;360;100;360;100;0;100;0;100;35;100;460;9;837;1288
LV;5;2015;P;0;100;86;100;0;100;0;100;41;100;0;100;45;100;0;100;67;100;11;100;0;100;24;100;32;100;245;100;245;100;0;100;0;100;23;100;398;0;173;571
CZ;6;2015;P;1989;100;2928;100;2340;100;244;100;327;100;4;100;0;100;13;100;673;100;33;100;285;100;157;100;198;100;216;100;110;100;106;100;0;100;56;100;5806;136;-852;4818
LU;5;2015;P;0;100;21;100;0;100;0;100;21;100;0;100;0;100;0;100;24;100;6;100;14;100;4;100;0;100;131;100;7;100;124;100;8;100;2;100;184;171;484;497
LU;6;2015;P;0;100;16;100;0;100;0;100;16;100;0;100;0;100;0;100;26;100;6;100;16;100;4;100;0;100;112;100;4;100;108;100;8;100;2;100;162;145;486;503
RS;5;2015;P;0;100;2351;100;2351;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1142;100;1087;100;55;100;0;100;80;100;3493;136;-586;2771
RS;6;2015;P;0;100;2500;100;2500;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;823;100;762;100;61;100;0;100;82;100;3323;111;-536;2676
RO;5;2015;P;593;100;1346;100;926;100;118;100;66;100;0;100;236;100;0;100;739;100;452;100;239;100;48;100;0;100;1911;100;1911;100;0;100;0;100;77;100;4589;38;-293;4258
PL;5;2015;P;0;100;10243;99;3954;100;5242;100;230;100;0;100;0;100;715;100;1293;100;609;100;4;100;629;100;38;100;235;99;206;100;27;100;0;100;107;100;11771;47;287;12011
HU;5;2015;P;1055;100;589;100;475;100;46;100;66;100;2;100;0;100;0;100;225;100;60;100;1;100;126;100;38;100;28;100;28;100;0;100;0;100;33;100;1897;0;1312;3209
GB;6;2015;P;5177;100;13701;89;0;100;5036;100;7158;100;0;100;0;100;0;100;3360;100;1445;100;0;100;0;100;0;100;548;86;264;100;207;100;0;100;567;100;22786;287;1828;24327
CH;5;2015;D;2172;100;168;100;0;100;0;100;0;100;0;100;0;100;168;100;181;100;11;100;0;100;0;100;170;100;4078;100;0;100;4078;100;0;100;85;100;6599;278;-1481;4840
IE;5;2015;P;0;100;1463;100;176;100;411;100;873;100;0;100;0;100;3;100;607;100;589;100;0;100;0;100;18;100;96;100;72;100;24;100;0;100;0;100;2166;46;72;2192
FR;6;2015;P;30719;100;767;100;0;100;51;100;473;100;243;100;0;100;0;100;2779;100;1255;100;952;100;572;100;0;100;5616;100;5174;100;442;100;0;100;568;100;39881;632;-6024;33225
EE;5;2015;P;0;100;652;100;0;100;0;100;0;100;0;100;0;100;652;100;109;100;45;100;0;100;64;100;0;100;3;100;3;100;0;100;0;100;31;100;764;0;-130;634
LT;5;2015;P;0;100;244;100;0;100;0;100;215;100;0;100;11;100;18;100;84;100;50;100;9;100;25;100;0;100;72;100;33;100;39;100;0;100;17;100;400;63;525;862
GR;4;2015;P;0;100;1416;100;1142;100;0;100;274;100;0;100;0;100;0;100;762;100;291;100;345;100;18;100;108;100;635;100;101;100;534;100;0;100;94;100;2813;9;968;3772
GR;5;2015;P;0;100;1682;100;1447;100;0;100;235;100;0;100;0;100;0;100;719;100;227;100;366;100;18;100;108;100;482;100;78;100;404;100;0;100;84;100;2883;10;950;3823
DK;6;2015;P;0;100;565;100;0;100;479;100;85;100;1;100;0;100;0;100;1247;100;993;100;88;100;166;100;0;100;1;100;1;100;0;100;0;100;0;100;1813;0;1094;2907
ME;4;2015;P;0;100;109;100;109;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;121;100;0;100;121;100;0;100;0;100;230;0;31;261
RO;6;2015;P;847;100;1478;100;918;100;97;100;211;100;0;100;252;100;0;100;728;100;447;100;242;100;39;100;0;100;1403;100;1403;100;0;100;0;100;79;100;4456;15;-239;4202
UA_W;6;2015;P;0;100;646;100;0;100;0;100;0;100;0;100;646;100;0;100;2;100;0;100;2;100;0;100;0;100;6;100;6;100;0;100;0;100;13;100;654;0;-359;295
BG;5;2015;P;951;100;1277;100;1134;100;70;100;73;100;0;100;0;100;0;100;250;100;82;100;152;100;16;100;0;100;630;100;603;100;27;100;0;100;57;100;3108;54;-650;2404
BG;6;2015;P;1339;100;1327;100;1193;100;69;100;65;100;0;100;0;100;0;100;272;100;107;100;148;100;17;100;0;100;579;100;568;100;11;100;0;100;65;100;3517;21;-1133;2363
ME;5;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;126;100;0;100;126;100;0;100;0;100;126;0;114;240
ME;6;2015;P;0;100;91;100;91;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;46;100;0;100;46;100;0;100;0;100;137;0;120;257
NI;6;2015;P;0;100;486;100;0;100;97;100;388;100;1;100;0;100;0;100;131;100;118;100;0;100;7;100;6;100;1;100;1;100;0;100;0;100;9;100;618;0;42;660
SI;5;2015;P;216;100;215;100;213;100;0;100;0;100;0;100;0;100;2;100;43;100;0;100;28;100;12;100;3;100;418;100;398;100;20;100;8;100;12;100;900;29;221;1092
SK;6;2015;P;927;100;274;100;105;100;26;100;127;100;16;100;0;100;0;100;196;100;0;100;72;100;81;100;43;100;426;100;407;100;19;100;5;100;19;100;1828;25;312;2115
DE;5;2015;P;7387;100;19382;100;9771;100;6012;100;2389;100;294;100;916;100;0;100;12647;100;4850;100;4508;100;3166;100;123;100;2599;100;1894;100;705;100;0;100;540;100;42015;699;-1709;39607
IT;6;2015;P;0;100;12187;100;0;100;2887;100;6880;100;313;100;2107;100;0;100;5697;100;989;100;2832;100;1415;100;461;100;5235;100;5086;100;149;100;0;100;0;100;23119;114;3323;26328
IT;7;2015;P;0;100;16720;100;0;100;3961;100;9438;100;430;100;2891;100;0;100;6326;100;734;100;3182;100;1940;100;470;100;4914;100;4774;100;140;100;0;100;441;100;27960;148;4158;31970
HU;6;2015;P;1257;100;491;100;378;100;31;100;80;100;2;100;0;100;0;100;200;100;41;100;1;100;128;100;30;100;22;100;22;100;0;100;0;100;33;100;1970;0;1279;3249
PL;6;2015;P;0;100;10282;99;4343;100;4992;100;183;100;0;100;0;100;661;100;1086;100;440;100;5;100;570;100;60;100;213;99;173;100;38;100;0;100;121;100;11581;36;171;11716
CH;6;2015;D;1494;100;161;100;0;100;0;100;0;100;0;100;0;100;161;100;174;100;11;100;0;100;0;100;163;100;4585;100;0;100;4585;100;0;100;55;100;6414;284;-1418;4712
NI;7;2015;P;0;100;497;100;0;100;149;100;347;100;1;100;0;100;0;100;127;100;113;100;0;100;8;100;6;100;1;100;1;100;0;100;0;100;9;100;625;0;33;658
IE;6;2015;P;0;100;1524;100;209;100;474;100;835;100;0;100;0;100;6;100;422;100;401;100;0;100;0;100;21;100;43;100;22;100;21;100;0;100;0;100;1989;40;106;2055
HR;7;2015;P;0;100;254;100;0;100;195;100;59;100;0;100;0;100;0;100;35;100;35;100;0;100;0;100;0;100;319;100;319;100;0;100;0;100;41;100;608;17;982;1573
BA;6;2015;P;0;100;716;100;716;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;231;100;231;100;0;100;0;100;25;100;947;0;-47;900
BA;7;2015;P;0;100;815;100;815;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;320;100;319;100;1;100;0;100;29;100;1135;0;-150;985
CZ;7;2015;P;1573;100;3218;100;2519;100;407;100;276;100;3;100;0;100;13;100;716;100;37;100;312;100;166;100;201;100;197;100;95;100;102;100;0;100;70;100;5704;133;-712;4859
ES;6;2015;P;3772;100;10353;100;587;100;4950;100;3765;100;1051;100;0;100;0;100;4914;100;2901;100;1620;100;390;100;3;100;2611;100;2503;100;108;100;117;100;228;100;21767;154;1;21614
DK;7;2015;P;0;100;272;100;0;100;204;100;66;100;2;100;0;100;0;100;1323;100;1074;100;89;100;160;100;0;100;1;100;1;100;0;100;0;100;0;100;1596;0;960;2556
NL;4;2015;P;365;100;6820;100;0;100;0;100;0;100;0;100;0;100;6820;100;936;100;659;100;5;100;272;100;0;100;11;100;11;100;0;100;0;100;52;100;8132;0;609;8741
NL;5;2015;P;130;100;6364;100;0;100;0;100;0;100;0;100;0;100;6364;100;689;100;405;100;8;100;276;100;0;100;10;100;10;100;0;100;0;100;36;100;7193;0;1688;8881
NL;6;2015;P;227;100;5842;100;0;100;0;100;0;100;0;100;0;100;5842;100;865;100;554;100;9;100;302;100;0;100;7;100;7;100;0;100;0;100;40;100;6941;0;1882;8823
NL;7;2015;P;328;100;6986;100;0;100;0;100;0;100;0;100;0;100;6986;100;730;100;415;100;11;100;304;100;0;100;2;100;2;100;0;100;0;100;62;100;8046;0;1145;9191
MK;6;2015;P;0;100;207;100;207;100;0;100;0;100;0;100;0;100;0;100;10;100;10;100;0;100;0;100;0;100;85;100;0;100;85;100;0;100;16;100;302;0;163;465
MK;7;2015;P;0;100;224;100;224;100;0;100;0;100;0;100;0;100;0;100;8;100;8;100;0;100;0;100;0;100;103;100;0;100;103;100;0;100;16;100;335;0;214;549
LT;6;2015;P;0;100;238;100;0;100;0;100;201;100;0;100;15;100;22;100;74;100;37;100;11;100;26;100;0;100;85;100;23;100;62;100;0;100;16;100;397;83;511;825
SI;6;2015;P;493;100;295;100;294;100;0;100;0;100;0;100;0;100;1;100;50;100;0;100;33;100;13;100;4;100;410;100;383;100;27;100;7;100;15;100;1255;34;-133;1088
BE;5;2015;D;2106;100;1723;100;0;100;255;100;1370;100;5;100;0;100;93;100;1200;100;396;100;414;100;226;100;164;100;105;100;23;100;82;100;16;100;306;100;5150;112;1757;6795
ME;7;2015;P;0;100;143;100;143;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;116;100;0;100;116;100;0;100;14;100;259;0;66;325
EE;6;2015;P;0;100;437;100;0;100;0;100;0;100;0;100;0;100;437;100;100;100;51;100;0;100;49;100;0;100;1;100;1;100;0;100;0;100;33;100;538;0;35;573
FI;6;2015;P;1855;100;461;100;0;100;140;100;201;100;10;100;110;100;0;100;878;100;165;100;0;100;713;100;0;100;1706;100;1706;100;0;100;55;100;0;100;4955;0;883;5838
BE;6;2015;D;2207;100;1489;100;0;100;153;100;1249;100;4;100;0;100;83;100;1079;100;323;100;459;100;147;100;150;100;95;100;10;100;85;100;15;100;300;100;4885;112;1884;6657
GR;6;2015;P;0;100;1904;100;1690;100;0;100;214;100;0;100;0;100;0;100;754;100;274;100;360;100;18;100;102;100;404;100;47;100;357;100;0;100;99;100;3062;5;908;3965
SE;5;2015;P;3551;100;243;100;0;100;28;100;2;100;9;100;0;100;204;100;2076;100;1273;100;0;100;803;100;0;100;6433;100;6433;100;0;100;0;100;254;100;12303;0;-1809;10494
SE;6;2015;P;3245;100;132;100;0;100;0;100;3;100;8;100;0;100;121;100;1673;100;1078;100;0;100;595;100;0;100;6503;100;6503;100;0;100;0;100;291;100;11553;0;-1951;9602
DE;6;2015;P;6680;100;22176;100;10658;100;7888;100;2452;100;253;100;925;100;0;100;11799;100;3903;100;4739;100;3053;100;104;100;2359;100;1731;100;628;100;0;100;463;100;43014;597;-2542;39875
HU;7;2015;P;1086;100;781;100;401;100;31;100;344;100;5;100;0;100;0;100;184;100;30;100;1;100;113;100;40;100;13;100;13;100;0;100;0;100;35;100;2064;0;1420;3484
IE;7;2015;P;0;100;1582;100;167;100;413;100;996;100;0;100;0;100;6;100;511;100;490;100;0;100;0;100;21;100;45;100;23;100;22;100;0;100;0;100;2138;39;1;2100
SK;7;2015;P;1114;100;308;100;81;100;71;100;137;100;19;100;0;100;0;100;201;100;0;100;74;100;84;100;43;100;272;100;251;100;21;100;5;100;33;100;1900;28;319;2191
SI;7;2015;P;450;100;454;100;451;100;0;100;2;100;0;100;0;100;1;100;49;100;0;100;32;100;13;100;4;100;347;100;322;100;25;100;5;100;17;100;1305;35;-121;1149
FR;7;2015;P;33272;100;1394;100;0;100;225;100;880;100;289;100;0;100;0;100;2969;100;1400;100;943;100;626;100;0;100;4027;100;3661;100;366;100;0;100;619;100;41662;524;-6251;34887
NI;8;2015;P;0;100;556;100;0;100;205;100;350;100;1;100;0;100;0;100;119;100;107;100;0;100;6;100;6;100;1;100;1;100;0;100;0;100;9;100;676;0;-15;661
HR;8;2015;P;0;100;224;100;0;100;181;100;43;100;0;100;0;100;0;100;36;100;36;100;0;100;0;100;0;100;260;100;260;100;0;100;0;100;40;100;520;20;994;1494
RO;7;2015;P;926;100;2464;100;1438;100;123;100;642;100;0;100;261;100;0;100;637;100;323;100;272;100;42;100;0;100;1117;100;1117;100;0;100;0;100;0;100;5144;10;-498;4636
ES;7;2015;P;4799;100;12896;100;612;100;5693;100;5420;100;1171;100;0;100;0;100;5348;100;3113;100;1819;100;411;100;5;100;2166;100;2048;100;118;100;115;100;304;100;25324;168;-184;24972
NO;1;2015;P;0;100;293;100;0;100;0;100;293;100;0;100;0;100;0;100;300;100;300;100;0;100;0;100;0;100;14174;100;14174;100;0;100;0;100;1195;100;14767;64;-1177;13526
NO;2;2015;P;0;100;282;100;0;100;0;100;282;100;0;100;0;100;0;100;260;100;260;100;0;100;0;100;0;100;12329;100;12329;100;0;100;0;100;1041;100;12871;60;-746;12065
NO;3;2015;P;0;100;298;100;0;100;0;100;298;100;0;100;0;100;0;100;241;100;241;100;0;100;0;100;0;100;12637;100;12637;100;0;100;0;100;0;100;13176;60;-872;12244
NO;4;2015;P;0;100;274;100;0;100;0;100;274;100;0;100;0;100;0;100;209;100;209;100;0;100;0;100;0;100;10531;100;10531;100;0;100;0;100;877;100;11014;63;-541;10410
NO;5;2015;P;0;100;302;100;0;100;0;100;302;100;0;100;0;100;0;100;172;100;172;100;0;100;0;100;0;100;10454;100;10454;100;0;100;0;100;877;100;10928;0;-939;9989
NO;6;2015;P;0;100;290;100;0;100;0;100;290;100;0;100;0;100;0;100;170;100;170;100;0;100;0;100;0;100;10631;100;10631;100;0;100;0;100;796;100;11091;348;-1863;8880
NO;7;2015;P;0;100;299;100;0;100;0;100;299;100;0;100;0;100;0;100;120;100;120;100;0;100;0;100;0;100;9774;100;9774;100;0;100;0;100;734;100;10193;661;-1141;8391
PT;7;2015;P;0;100;2439;100;0;100;1257;100;1160;100;8;100;0;100;14;100;1089;100;776;100;89;100;224;100;0;100;467;100;387;100;80;100;0;100;50;100;3995;100;385;4280
PT;8;2015;P;0;100;2180;100;0;100;1225;100;929;100;3;100;0;100;23;100;1042;100;725;100;79;100;238;100;0;100;421;100;325;100;96;100;0;100;50;100;3643;120;384;3907
AT;5;2015;P;0;100;531;100;0;100;41;100;176;100;53;100;0;100;261;100;577;100;339;100;;100;;100;238;100;4268;100;3933;100;335;100;900;100;57;100;6276;478;-330;5468
AT;6;2015;P;0;100;385;100;0;100;28;100;116;100;50;100;0;100;191;100;448;100;210;100;;100;;100;238;100;4242;100;3964;100;278;100;805;100;56;100;5880;397;-107;5376
AT;7;2015;P;0;100;634;100;0;100;19;100;345;100;53;100;0;100;217;100;440;100;202;100;;100;;100;238;100;3523;100;3230;100;293;100;691;100;62;100;5288;418;718;5588
CH;7;2015;D;1899;100;190;100;0;100;0;100;0;100;0;100;0;100;190;100;169;100;11;100;0;100;0;100;158;100;4314;100;0;100;4314;100;0;100;71;100;6572;325;-1474;4773
GB;7;2015;P;5380;100;13694;89;0;100;4964;100;7224;100;0;100;0;100;0;100;3207;100;1379;100;0;100;0;100;0;100;588;86;290;100;216;100;0;100;426;100;22869;295;1995;24569
EE;7;2015;P;0;100;490;100;0;100;0;100;0;100;0;100;0;100;490;100;80;100;42;100;0;100;38;100;0;100;1;100;1;100;0;100;0;100;32;100;571;0;3;574
LT;7;2015;P;0;100;228;100;0;100;0;100;147;100;0;100;56;100;25;100;93;100;54;100;10;100;29;100;0;100;84;100;17;100;67;100;0;100;16;100;405;92;533;846
CZ;8;2015;P;1993;100;2943;100;2172;100;405;100;350;100;2;100;0;100;14;100;658;100;28;100;287;100;146;100;197;100;153;100;85;100;68;100;0;100;75;100;5747;91;-1015;4641
DK;8;2015;D;0;100;372;100;0;100;249;100;123;100;0;100;0;100;0;100;1057;100;807;100;85;100;165;100;0;100;1;100;1;100;0;100;0;100;0;100;1430;0;1262;2692
PL;7;2015;P;0;100;11067;99;4481;100;5679;100;143;100;0;100;0;100;653;100;1270;100;700;100;6;100;514;100;37;100;153;99;98;100;53;100;0;100;152;100;12490;82;-75;12333
BE;7;2015;D;1795;100;1752;100;0;100;243;100;1403;100;8;100;0;100;98;100;1153;100;386;100;388;100;211;100;168;100;92;100;5;100;87;100;16;100;295;100;4808;119;1859;6548
GB;8;2015;P;5098;100;13913;89;0;100;5090;100;7293;100;0;100;0;100;0;100;3153;100;1356;100;0;100;0;100;0;100;501;86;220;100;211;100;0;100;363;100;22665;292;1988;24361
LV;6;2015;P;0;100;125;100;0;100;0;100;85;100;0;100;40;100;0;100;65;100;9;100;0;100;25;100;31;100;94;100;94;100;0;100;0;100;21;100;284;0;238;522
UA_W;7;2015;P;0;100;724;100;0;100;0;100;0;100;0;100;724;100;0;100;3;100;0;100;3;100;0;100;0;100;7;100;7;100;0;100;0;100;16;100;734;0;-414;320
UA_W;8;2015;P;0;100;588;100;0;100;0;100;0;100;0;100;588;100;0;100;4;100;1;100;3;100;0;100;0;100;3;100;3;100;0;100;0;100;14;100;595;0;-277;318
LU;7;2015;P;0;100;15;100;0;100;0;100;15;100;0;100;0;100;0;100;26;100;7;100;15;100;4;100;0;100;107;100;1;100;106;100;8;100;2;100;156;148;534;542
DE;7;2015;P;5071;100;24751;100;11777;100;8697;100;3022;100;291;100;964;100;0;100;13330;100;5306;100;5019;100;2922;100;83;100;1873;100;1289;100;584;100;0;100;643;100;45025;662;-2893;41470
RS;7;2015;P;0;100;2560;100;2560;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;661;100;584;100;77;100;0;100;85;100;3221;93;-212;2916
RS;8;2015;P;0;100;2345;100;2345;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;506;100;471;100;35;100;0;100;77;100;2851;44;45;2852
BG;7;2015;P;1375;100;1654;100;1506;100;85;100;63;100;0;100;0;100;0;100;249;100;57;100;176;100;16;100;0;100;597;100;594;100;3;100;0;100;75;100;3875;5;-1259;2611
BG;8;2015;P;1285;100;1842;100;1724;100;69;100;49;100;0;100;0;100;0;100;269;100;93;100;157;100;19;100;0;100;327;100;322;100;5;100;0;100;80;100;3723;12;-1174;2537
IS;4;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;398;100;1;100;0;100;0;100;397;100;1117;100;1117;100;0;100;0;100;31;100;1515;0;0;1515
IS;5;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;389;100;1;100;0;100;0;100;388;100;1176;100;1176;100;0;100;0;100;32;100;1565;0;0;1565
IS;6;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;366;100;0;100;0;100;0;100;366;100;1100;100;1100;100;0;100;0;100;29;100;1466;0;0;1466
IS;7;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;383;100;1;100;0;100;0;100;382;100;1112;100;1112;100;0;100;0;100;29;100;1495;0;0;1495
IS;8;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;360;100;1;100;0;100;0;100;359;100;1133;100;1133;100;0;100;0;100;30;100;1493;0;0;1493
ES;8;2015;P;4964;100;10830;100;495;100;4979;100;4193;100;1163;100;0;100;0;100;5151;100;3287;100;1437;100;422;100;5;100;1838;100;1627;100;211;100;111;100;248;100;22894;301;-252;22341
HU;8;2015;P;1092;100;863;100;487;100;40;100;331;100;5;100;0;100;0;100;186;100;29;100;1;100;115;100;41;100;9;100;9;100;0;100;0;100;35;100;2150;0;1192;3342
LV;7;2015;P;0;100;192;100;0;100;0;100;154;100;0;100;38;100;0;100;68;100;11;100;0;100;26;100;31;100;49;100;49;100;0;100;0;100;20;100;309;0;240;549
LV;8;2015;P;0;100;322;100;0;100;0;100;284;100;0;100;38;100;0;100;65;100;7;100;0;100;27;100;31;100;40;100;40;100;0;100;0;100;21;100;427;0;141;568
EE;8;2015;P;0;100;580;100;0;100;0;100;0;100;0;100;0;100;580;100;94;100;30;100;0;100;64;100;0;100;1;100;1;100;0;100;0;100;29;100;675;0;-82;593
CY;7;2015;P;0;100;436;100;0;100;0;100;0;100;436;100;0;100;0;100;16;100;16;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;452;0;0;452
CY;8;2015;P;0;100;478;100;0;100;0;100;0;100;478;100;0;100;0;100;17;100;17;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;495;0;0;495
CZ;9;2015;P;1674;100;3036;100;2285;100;384;100;353;100;2;100;0;100;12;100;589;100;40;100;204;100;148;100;197;100;173;100;86;100;87;100;0;100;82;100;5472;110;-497;4865
SI;8;2015;P;504;100;273;100;272;100;0;100;0;100;0;100;0;100;1;100;46;100;0;100;30;100;12;100;4;100;353;100;330;100;23;100;4;100;13;100;1180;31;-76;1073
FI;7;2015;P;1997;100;385;100;0;100;123;100;165;100;10;100;87;100;;100;790;100;100;100;0;100;690;100;;100;1474;100;1474;100;0;100;57;100;0;100;4703;0;1238;5941
NI;9;2015;P;0;100;535;100;0;100;206;100;328;100;1;100;0;100;0;100;122;100;104;100;0;100;11;100;7;100;1;100;1;100;0;100;0;100;9;100;658;0;27;685
HR;9;2015;P;0;100;228;100;0;100;185;100;43;100;0;100;0;100;0;100;89;100;89;100;0;100;0;100;0;100;224;100;224;100;0;100;0;100;35;100;541;18;813;1336
