country,year,sum_hdd,sum_cdd,sum_elec_space_heat,sum_elec_space_cool
SI,2018,120620853.8192003,16620744.779977404,1.6716408350764387,0.045826391361948896
SI,2019,117035493.9921479,18507287.509619556,1.691352242505931,0.055233784545904996
SK,2007,906855399.6297452,84137331.79611489,3.6785924798281266,0.031093985435837898
SK,2008,889352409.6395353,60537119.92542382,3.457494967671055,0.0292111486955759
SK,2009,945556772.0900979,65617658.62558759,3.6226186717230626,0.0306740635804613
SK,2011,970231040.5494332,62909558.31280227,4.48195240805579,0.032178217836977
SK,2012,989793818.8589785,99454309.46582611,3.008416529575802,0.0384686415649942
SK,2013,965913616.0629139,77867810.49718866,4.114110358975079,0.036661993063693
SK,2014,789045250.202498,54578679.45497809,2.75474474181948,0.0324346825597618
SK,2015,897542603.1918423,108707657.45901757,3.6259265649920946,0.0408412168952731
SK,2017,979310955.3885278,85001603.18320149,3.9358804556079217,0.038017248908933
SK,2018,872985417.6541157,98783161.48450485,3.342761514440924,0.038551357530126
SK,2019,844657211.9822927,95959297.48374641,3.0066748354179085,0.0396311763015801
XK,2007,46727536.65916898,8930461.23168974,0.4343632864598516,0.0428999184122447
XK,2008,45840779.36641629,7601219.451595594,0.4919438437876592,0.0580050329268353
XK,2009,46222003.74838163,5843274.330141287,0.47307168801513144,0.0453586145022202
XK,2011,50361860.24026489,7632804.302714083,0.5532814160114083,0.052522169836506795
XK,2012,49609707.41442923,12164863.694035683,0.5395899610791719,0.0952079506498721
XK,2013,43346622.668831766,6768874.723452545,0.5771009517639926,0.107263680565345
XK,2014,40075288.00684133,4672899.405088199,0.5639558171629862,0.080194599707335
XK,2015,46634013.21572977,9119928.511316227,0.5471810199210974,0.08744388629824709
XK,2017,48191713.62824698,8613884.996494502,0.6770039757839243,0.17369304804358499
XK,2018,41960811.170981295,5337390.863149318,0.7072651034376964,0.1589694631506029
XK,2019,42229755.62222217,7563353.305954115,0.7567150141840916,0.2019311590812945
